Time	Node	Type	Packets	
13	4	CacheMisses	80
13	5	CacheHits	0
13	5	CacheMisses	0
13	6	CacheHits	0
13	6	CacheMisses	0
13	7	CacheHits	0
13	7	CacheMisses	80
14	0	CacheHits	0
14	0	CacheMisses	147
14	1	CacheHits	0
14	1	CacheMisses	103
14	2	CacheHits	0
14	2	CacheMisses	0
14	3	CacheHits	0
14	3	CacheMisses	103
14	4	CacheHits	0
14	4	CacheMisses	105
14	5	CacheHits	0
14	5	CacheMisses	0
14	6	CacheHits	0
14	6	CacheMisses	0
14	7	CacheHits	0
14	7	CacheMisses	105
15	0	CacheHits	0
15	0	CacheMisses	146
15	1	CacheHits	0
15	1	CacheMisses	110
15	2	CacheHits	0
15	2	CacheMisses	0
15	3	CacheHits	0
15	3	CacheMisses	110
15	4	CacheHits	0
15	4	CacheMisses	108
15	5	CacheHits	0
15	5	CacheMisses	0
15	6	CacheHits	0
15	6	CacheMisses	0
15	7	CacheHits	0
15	7	CacheMisses	108
16	0	CacheHits	0
16	0	CacheMisses	147
16	1	CacheHits	0
16	1	CacheMisses	109
16	2	CacheHits	0
16	2	CacheMisses	0
16	3	CacheHits	2
16	3	CacheMisses	110
16	4	CacheHits	0
16	4	CacheMisses	111
16	5	CacheHits	0
16	5	CacheMisses	0
16	6	CacheHits	0
16	6	CacheMisses	0
16	7	CacheHits	0
16	7	CacheMisses	111
17	0	CacheHits	0
17	0	CacheMisses	146
17	1	CacheHits	0
17	1	CacheMisses	112
17	2	CacheHits	0
17	2	CacheMisses	0
17	3	CacheHits	0
17	3	CacheMisses	111
17	4	CacheHits	0
17	4	CacheMisses	112
17	5	CacheHits	0
17	5	CacheMisses	0
17	6	CacheHits	0
17	6	CacheMisses	0
17	7	CacheHits	0
17	7	CacheMisses	112
18	0	CacheHits	0
18	0	CacheMisses	147
18	1	CacheHits	0
18	1	CacheMisses	116
18	2	CacheHits	0
18	2	CacheMisses	0
18	3	CacheHits	0
18	3	CacheMisses	116
18	4	CacheHits	0
18	4	CacheMisses	116
18	5	CacheHits	0
18	5	CacheMisses	0
18	6	CacheHits	0
18	6	CacheMisses	0
18	7	CacheHits	0
18	7	CacheMisses	116
19	0	CacheHits	0
19	0	CacheMisses	146
19	1	CacheHits	0
19	1	CacheMisses	111
19	2	CacheHits	0
19	2	CacheMisses	0
19	3	CacheHits	0
19	3	CacheMisses	114
19	4	CacheHits	0
19	4	CacheMisses	111
19	5	CacheHits	0
19	5	CacheMisses	0
19	6	CacheHits	0
19	6	CacheMisses	0
19	7	CacheHits	0
19	7	CacheMisses	111
20	0	CacheHits	0
20	0	CacheMisses	147
20	1	CacheHits	0
20	1	CacheMisses	118
20	2	CacheHits	0
20	2	CacheMisses	0
20	3	CacheHits	0
20	3	CacheMisses	117
20	4	CacheHits	0
20	4	CacheMisses	118
20	5	CacheHits	0
20	5	CacheMisses	0
20	6	CacheHits	0
20	6	CacheMisses	0
20	7	CacheHits	0
20	7	CacheMisses	118
21	0	CacheHits	0
21	0	CacheMisses	146
21	1	CacheHits	0
21	1	CacheMisses	125
21	2	CacheHits	0
21	2	CacheMisses	0
21	3	CacheHits	0
21	3	CacheMisses	125
21	4	CacheHits	0
21	4	CacheMisses	125
21	5	CacheHits	0
21	5	CacheMisses	0
21	6	CacheHits	0
21	6	CacheMisses	0
21	7	CacheHits	0
21	7	CacheMisses	125
22	0	CacheHits	0
22	0	CacheMisses	147
22	1	CacheHits	0
22	1	CacheMisses	115
22	2	CacheHits	0
22	2	CacheMisses	0
22	3	CacheHits	0
22	3	CacheMisses	113
22	4	CacheHits	0
22	4	CacheMisses	115
22	5	CacheHits	0
22	5	CacheMisses	0
22	6	CacheHits	0
22	6	CacheMisses	0
22	7	CacheHits	0
22	7	CacheMisses	115
23	0	CacheHits	0
23	0	CacheMisses	146
23	1	CacheHits	0
23	1	CacheMisses	105
23	2	CacheHits	0
23	2	CacheMisses	0
23	3	CacheHits	0
23	3	CacheMisses	105
23	4	CacheHits	0
23	4	CacheMisses	105
23	5	CacheHits	0
23	5	CacheMisses	0
23	6	CacheHits	0
23	6	CacheMisses	0
23	7	CacheHits	0
23	7	CacheMisses	105
24	0	CacheHits	0
24	0	CacheMisses	147
24	1	CacheHits	0
24	1	CacheMisses	100
24	2	CacheHits	0
24	2	CacheMisses	0
24	3	CacheHits	0
24	3	CacheMisses	102
24	4	CacheHits	0
24	4	CacheMisses	100
24	5	CacheHits	0
24	5	CacheMisses	0
24	6	CacheHits	0
24	6	CacheMisses	0
24	7	CacheHits	0
24	7	CacheMisses	100
25	0	CacheHits	0
25	0	CacheMisses	146
25	1	CacheHits	0
25	1	CacheMisses	127
25	2	CacheHits	0
25	2	CacheMisses	0
25	3	CacheHits	0
25	3	CacheMisses	126
25	4	CacheHits	0
25	4	CacheMisses	126
25	5	CacheHits	0
25	5	CacheMisses	0
25	6	CacheHits	0
25	6	CacheMisses	0
25	7	CacheHits	0
25	7	CacheMisses	126
26	0	CacheHits	0
26	0	CacheMisses	147
26	1	CacheHits	0
26	1	CacheMisses	108
26	2	CacheHits	0
26	2	CacheMisses	0
26	3	CacheHits	0
26	3	CacheMisses	108
26	4	CacheHits	0
26	4	CacheMisses	109
26	5	CacheHits	0
26	5	CacheMisses	0
26	6	CacheHits	0
26	6	CacheMisses	0
26	7	CacheHits	0
26	7	CacheMisses	109
27	0	CacheHits	0
27	0	CacheMisses	146
27	1	CacheHits	0
27	1	CacheMisses	102
27	2	CacheHits	0
27	2	CacheMisses	0
27	3	CacheHits	0
27	3	CacheMisses	102
27	4	CacheHits	0
27	4	CacheMisses	102
27	5	CacheHits	0
27	5	CacheMisses	0
27	6	CacheHits	0
27	6	CacheMisses	0
27	7	CacheHits	0
27	7	CacheMisses	102
28	0	CacheHits	0
28	0	CacheMisses	147
28	1	CacheHits	0
28	1	CacheMisses	103
28	2	CacheHits	0
28	2	CacheMisses	0
28	3	CacheHits	0
28	3	CacheMisses	102
28	4	CacheHits	0
28	4	CacheMisses	103
28	5	CacheHits	0
28	5	CacheMisses	0
28	6	CacheHits	0
28	6	CacheMisses	0
28	7	CacheHits	0
28	7	CacheMisses	103
29	0	CacheHits	0
29	0	CacheMisses	146
29	1	CacheHits	0
29	1	CacheMisses	130
29	2	CacheHits	0
29	2	CacheMisses	0
29	3	CacheHits	0
29	3	CacheMisses	130
29	4	CacheHits	0
29	4	CacheMisses	128
29	5	CacheHits	0
29	5	CacheMisses	0
29	6	CacheHits	0
29	6	CacheMisses	0
29	7	CacheHits	0
29	7	CacheMisses	128
30	0	CacheHits	0
30	0	CacheMisses	147
30	1	CacheHits	0
30	1	CacheMisses	110
30	2	CacheHits	0
30	2	CacheMisses	0
30	3	CacheHits	0
30	3	CacheMisses	110
30	4	CacheHits	0
30	4	CacheMisses	112
30	5	CacheHits	0
30	5	CacheMisses	0
30	6	CacheHits	0
30	6	CacheMisses	0
30	7	CacheHits	0
30	7	CacheMisses	112
31	0	CacheHits	0
31	0	CacheMisses	146
31	1	CacheHits	0
31	1	CacheMisses	100
31	2	CacheHits	0
31	2	CacheMisses	0
31	3	CacheHits	0
31	3	CacheMisses	100
31	4	CacheHits	0
31	4	CacheMisses	100
31	5	CacheHits	0
31	5	CacheMisses	0
31	6	CacheHits	0
31	6	CacheMisses	0
31	7	CacheHits	0
31	7	CacheMisses	100
32	0	CacheHits	0
32	0	CacheMisses	147
32	1	CacheHits	0
32	1	CacheMisses	115
32	2	CacheHits	0
32	2	CacheMisses	0
32	3	CacheHits	0
32	3	CacheMisses	115
32	4	CacheHits	0
32	4	CacheMisses	111
32	5	CacheHits	0
32	5	CacheMisses	0
32	6	CacheHits	0
32	6	CacheMisses	0
32	7	CacheHits	0
32	7	CacheMisses	111
33	0	CacheHits	0
33	0	CacheMisses	146
33	1	CacheHits	0
33	1	CacheMisses	112
33	2	CacheHits	0
33	2	CacheMisses	0
33	3	CacheHits	0
33	3	CacheMisses	112
33	4	CacheHits	0
33	4	CacheMisses	116
33	5	CacheHits	0
33	5	CacheMisses	0
33	6	CacheHits	0
33	6	CacheMisses	0
33	7	CacheHits	0
33	7	CacheMisses	116
34	0	CacheHits	0
34	0	CacheMisses	146
34	1	CacheHits	0
34	1	CacheMisses	99
34	2	CacheHits	0
34	2	CacheMisses	0
34	3	CacheHits	0
34	3	CacheMisses	99
34	4	CacheHits	0
34	4	CacheMisses	99
34	5	CacheHits	0
34	5	CacheMisses	0
34	6	CacheHits	0
34	6	CacheMisses	0
34	7	CacheHits	0
34	7	CacheMisses	99
35	0	CacheHits	0
35	0	CacheMisses	147
35	1	CacheHits	0
35	1	CacheMisses	130
35	2	CacheHits	0
35	2	CacheMisses	0
35	3	CacheHits	0
35	3	CacheMisses	130
35	4	CacheHits	0
35	4	CacheMisses	128
35	5	CacheHits	0
35	5	CacheMisses	0
35	6	CacheHits	0
35	6	CacheMisses	0
35	7	CacheHits	0
35	7	CacheMisses	128
36	0	CacheHits	0
36	0	CacheMisses	146
36	1	CacheHits	0
36	1	CacheMisses	86
36	2	CacheHits	0
36	2	CacheMisses	0
36	3	CacheHits	0
36	3	CacheMisses	86
36	4	CacheHits	0
36	4	CacheMisses	88
36	5	CacheHits	0
36	5	CacheMisses	0
36	6	CacheHits	0
36	6	CacheMisses	0
36	7	CacheHits	0
36	7	CacheMisses	88
37	0	CacheHits	0
37	0	CacheMisses	147
37	1	CacheHits	0
37	1	CacheMisses	120
37	2	CacheHits	0
37	2	CacheMisses	0
37	3	CacheHits	0
37	3	CacheMisses	120
37	4	CacheHits	0
37	4	CacheMisses	120
37	5	CacheHits	0
37	5	CacheMisses	0
37	6	CacheHits	0
37	6	CacheMisses	0
37	7	CacheHits	0
37	7	CacheMisses	120
38	0	CacheHits	0
38	0	CacheMisses	146
38	1	CacheHits	0
38	1	CacheMisses	123
38	2	CacheHits	0
38	2	CacheMisses	0
38	3	CacheHits	0
38	3	CacheMisses	125
38	4	CacheHits	0
38	4	CacheMisses	123
38	5	CacheHits	0
38	5	CacheMisses	0
38	6	CacheHits	0
38	6	CacheMisses	0
38	7	CacheHits	0
38	7	CacheMisses	123
39	0	CacheHits	0
39	0	CacheMisses	147
39	1	CacheHits	0
39	1	CacheMisses	107
39	2	CacheHits	0
39	2	CacheMisses	0
39	3	CacheHits	0
39	3	CacheMisses	105
39	4	CacheHits	0
39	4	CacheMisses	107
39	5	CacheHits	0
39	5	CacheMisses	0
39	6	CacheHits	0
39	6	CacheMisses	0
39	7	CacheHits	0
39	7	CacheMisses	107
40	0	CacheHits	0
40	0	CacheMisses	146
40	1	CacheHits	0
40	1	CacheMisses	108
40	2	CacheHits	0
40	2	CacheMisses	0
40	3	CacheHits	0
40	3	CacheMisses	108
40	4	CacheHits	0
40	4	CacheMisses	108
40	5	CacheHits	0
40	5	CacheMisses	0
40	6	CacheHits	0
40	6	CacheMisses	0
40	7	CacheHits	0
40	7	CacheMisses	108
41	0	CacheHits	0
41	0	CacheMisses	147
41	1	CacheHits	0
41	1	CacheMisses	91
41	2	CacheHits	0
41	2	CacheMisses	0
41	3	CacheHits	0
41	3	CacheMisses	91
41	4	CacheHits	0
41	4	CacheMisses	91
41	5	CacheHits	0
41	5	CacheMisses	0
41	6	CacheHits	0
41	6	CacheMisses	0
41	7	CacheHits	0
41	7	CacheMisses	91
42	0	CacheHits	0
42	0	CacheMisses	146
42	1	CacheHits	0
42	1	CacheMisses	115
42	2	CacheHits	0
42	2	CacheMisses	0
42	3	CacheHits	0
42	3	CacheMisses	115
42	4	CacheHits	0
42	4	CacheMisses	115
42	5	CacheHits	0
42	5	CacheMisses	0
42	6	CacheHits	0
42	6	CacheMisses	0
42	7	CacheHits	0
42	7	CacheMisses	115
43	0	CacheHits	0
43	0	CacheMisses	147
43	1	CacheHits	0
43	1	CacheMisses	126
43	2	CacheHits	0
43	2	CacheMisses	0
43	3	CacheHits	5
43	3	CacheMisses	126
43	4	CacheHits	0
43	4	CacheMisses	126
43	5	CacheHits	0
43	5	CacheMisses	0
43	6	CacheHits	0
43	6	CacheMisses	0
43	7	CacheHits	0
43	7	CacheMisses	126
44	0	CacheHits	0
44	0	CacheMisses	146
44	1	CacheHits	0
44	1	CacheMisses	92
44	2	CacheHits	0
44	2	CacheMisses	0
44	3	CacheHits	0
44	3	CacheMisses	92
44	4	CacheHits	0
44	4	CacheMisses	92
44	5	CacheHits	0
44	5	CacheMisses	0
44	6	CacheHits	0
44	6	CacheMisses	0
44	7	CacheHits	0
44	7	CacheMisses	92
45	0	CacheHits	0
45	0	CacheMisses	147
45	1	CacheHits	0
45	1	CacheMisses	97
45	2	CacheHits	0
45	2	CacheMisses	0
45	3	CacheHits	0
45	3	CacheMisses	97
45	4	CacheHits	0
45	4	CacheMisses	97
45	5	CacheHits	0
45	5	CacheMisses	0
45	6	CacheHits	0
45	6	CacheMisses	0
45	7	CacheHits	0
45	7	CacheMisses	97
46	0	CacheHits	0
46	0	CacheMisses	146
46	1	CacheHits	0
46	1	CacheMisses	101
46	2	CacheHits	0
46	2	CacheMisses	0
46	3	CacheHits	0
46	3	CacheMisses	101
46	4	CacheHits	0
46	4	CacheMisses	100
46	5	CacheHits	0
46	5	CacheMisses	0
46	6	CacheHits	0
46	6	CacheMisses	0
46	7	CacheHits	0
46	7	CacheMisses	100
47	0	CacheHits	0
47	0	CacheMisses	147
47	1	CacheHits	0
47	1	CacheMisses	80
47	2	CacheHits	0
47	2	CacheMisses	0
47	3	CacheHits	0
47	3	CacheMisses	80
47	4	CacheHits	0
47	4	CacheMisses	81
47	5	CacheHits	0
47	5	CacheMisses	0
47	6	CacheHits	0
47	6	CacheMisses	0
47	7	CacheHits	0
47	7	CacheMisses	81
48	0	CacheHits	0
48	0	CacheMisses	146
48	1	CacheHits	0
48	1	CacheMisses	87
48	2	CacheHits	0
48	2	CacheMisses	0
48	3	CacheHits	0
48	3	CacheMisses	87
48	4	CacheHits	0
48	4	CacheMisses	87
48	5	CacheHits	0
48	5	CacheMisses	0
48	6	CacheHits	0
48	6	CacheMisses	0
48	7	CacheHits	0
48	7	CacheMisses	87
49	0	CacheHits	0
49	0	CacheMisses	147
49	1	CacheHits	0
49	1	CacheMisses	27
49	2	CacheHits	0
49	2	CacheMisses	0
49	3	CacheHits	0
49	3	CacheMisses	27
49	4	CacheHits	0
49	4	CacheMisses	27
49	5	CacheHits	0
49	5	CacheMisses	0
49	6	CacheHits	0
49	6	CacheMisses	0
49	7	CacheHits	0
49	7	CacheMisses	27
50	0	CacheHits	0
50	0	CacheMisses	146
50	1	CacheHits	51
50	1	CacheMisses	3
50	2	CacheHits	0
50	2	CacheMisses	0
50	3	CacheHits	0
50	3	CacheMisses	3
50	4	CacheHits	0
50	4	CacheMisses	54
50	5	CacheHits	0
50	5	CacheMisses	0
50	6	CacheHits	0
50	6	CacheMisses	0
50	7	CacheHits	0
50	7	CacheMisses	3
51	0	CacheHits	0
51	0	CacheMisses	147
51	1	CacheHits	52
51	1	CacheMisses	0
51	2	CacheHits	0
51	2	CacheMisses	0
51	3	CacheHits	0
51	3	CacheMisses	0
51	4	CacheHits	0
51	4	CacheMisses	52
51	5	CacheHits	0
51	5	CacheMisses	0
51	6	CacheHits	0
51	6	CacheMisses	0
51	7	CacheHits	0
51	7	CacheMisses	0
52	0	CacheHits	0
52	0	CacheMisses	146
52	1	CacheHits	69
52	1	CacheMisses	0
52	2	CacheHits	0
52	2	CacheMisses	0
52	3	CacheHits	0
52	3	CacheMisses	0
52	4	CacheHits	0
52	4	CacheMisses	69
52	5	CacheHits	0
52	5	CacheMisses	0
52	6	CacheHits	0
52	6	CacheMisses	0
52	7	CacheHits	0
52	7	CacheMisses	0
53	0	CacheHits	0
53	0	CacheMisses	147
53	1	CacheHits	139
53	1	CacheMisses	0
53	2	CacheHits	0
53	2	CacheMisses	0
53	3	CacheHits	0
53	3	CacheMisses	0
53	4	CacheHits	0
53	4	CacheMisses	141
53	5	CacheHits	0
53	5	CacheMisses	0
53	6	CacheHits	0
53	6	CacheMisses	0
53	7	CacheHits	0
53	7	CacheMisses	0
54	0	CacheHits	0
54	0	CacheMisses	146
54	1	CacheHits	105
54	1	CacheMisses	0
54	2	CacheHits	0
54	2	CacheMisses	0
54	3	CacheHits	0
54	3	CacheMisses	0
54	4	CacheHits	0
54	4	CacheMisses	103
54	5	CacheHits	0
54	5	CacheMisses	0
54	6	CacheHits	0
54	6	CacheMisses	0
54	7	CacheHits	0
54	7	CacheMisses	0
55	0	CacheHits	0
55	0	CacheMisses	147
55	1	CacheHits	135
55	1	CacheMisses	0
55	2	CacheHits	0
55	2	CacheMisses	0
55	3	CacheHits	0
55	3	CacheMisses	0
55	4	CacheHits	0
55	4	CacheMisses	135
55	5	CacheHits	0
55	5	CacheMisses	0
55	6	CacheHits	0
55	6	CacheMisses	0
55	7	CacheHits	0
55	7	CacheMisses	0
56	0	CacheHits	0
56	0	CacheMisses	146
56	1	CacheHits	138
56	1	CacheMisses	0
56	2	CacheHits	0
56	2	CacheMisses	0
56	3	CacheHits	0
56	3	CacheMisses	0
56	4	CacheHits	0
56	4	CacheMisses	138
56	5	CacheHits	0
56	5	CacheMisses	0
56	6	CacheHits	0
56	6	CacheMisses	0
56	7	CacheHits	0
56	7	CacheMisses	0
57	0	CacheHits	0
57	0	CacheMisses	147
57	1	CacheHits	148
57	1	CacheMisses	0
57	2	CacheHits	0
57	2	CacheMisses	0
57	3	CacheHits	0
57	3	CacheMisses	0
57	4	CacheHits	0
57	4	CacheMisses	149
57	5	CacheHits	0
57	5	CacheMisses	0
57	6	CacheHits	0
57	6	CacheMisses	0
57	7	CacheHits	0
57	7	CacheMisses	0
58	0	CacheHits	0
58	0	CacheMisses	146
58	1	CacheHits	176
58	1	CacheMisses	0
58	2	CacheHits	0
58	2	CacheMisses	0
58	3	CacheHits	0
58	3	CacheMisses	0
58	4	CacheHits	0
58	4	CacheMisses	175
58	5	CacheHits	0
58	5	CacheMisses	0
58	6	CacheHits	0
58	6	CacheMisses	0
58	7	CacheHits	0
58	7	CacheMisses	0
59	0	CacheHits	0
59	0	CacheMisses	147
59	1	CacheHits	137
59	1	CacheMisses	0
59	2	CacheHits	0
59	2	CacheMisses	0
59	3	CacheHits	0
59	3	CacheMisses	0
59	4	CacheHits	0
59	4	CacheMisses	139
59	5	CacheHits	0
59	5	CacheMisses	0
59	6	CacheHits	0
59	6	CacheMisses	0
59	7	CacheHits	0
59	7	CacheMisses	0
60	0	CacheHits	0
60	0	CacheMisses	146
60	1	CacheHits	135
60	1	CacheMisses	0
60	2	CacheHits	0
60	2	CacheMisses	0
60	3	CacheHits	0
60	3	CacheMisses	0
60	4	CacheHits	0
60	4	CacheMisses	133
60	5	CacheHits	0
60	5	CacheMisses	0
60	6	CacheHits	0
60	6	CacheMisses	0
60	7	CacheHits	0
60	7	CacheMisses	0
61	0	CacheHits	0
61	0	CacheMisses	147
61	1	CacheHits	101
61	1	CacheMisses	23
61	2	CacheHits	0
61	2	CacheMisses	0
61	3	CacheHits	0
61	3	CacheMisses	23
61	4	CacheHits	0
61	4	CacheMisses	124
61	5	CacheHits	0
61	5	CacheMisses	0
61	6	CacheHits	0
61	6	CacheMisses	0
61	7	CacheHits	0
61	7	CacheMisses	23
62	0	CacheHits	0
62	0	CacheMisses	146
62	1	CacheHits	105
62	1	CacheMisses	29
62	2	CacheHits	0
62	2	CacheMisses	0
62	3	CacheHits	0
62	3	CacheMisses	29
62	4	CacheHits	0
62	4	CacheMisses	134
62	5	CacheHits	0
62	5	CacheMisses	0
62	6	CacheHits	0
62	6	CacheMisses	0
62	7	CacheHits	0
62	7	CacheMisses	29
63	0	CacheHits	0
63	0	CacheMisses	147
63	1	CacheHits	80
63	1	CacheMisses	26
63	2	CacheHits	0
63	2	CacheMisses	0
63	3	CacheHits	0
63	3	CacheMisses	26
63	4	CacheHits	0
63	4	CacheMisses	107
63	5	CacheHits	0
63	5	CacheMisses	0
63	6	CacheHits	0
63	6	CacheMisses	0
63	7	CacheHits	0
63	7	CacheMisses	26
64	0	CacheHits	0
64	0	CacheMisses	146
64	1	CacheHits	117
64	1	CacheMisses	35
64	2	CacheHits	0
64	2	CacheMisses	0
64	3	CacheHits	0
64	3	CacheMisses	35
64	4	CacheHits	0
64	4	CacheMisses	151
64	5	CacheHits	0
64	5	CacheMisses	0
64	6	CacheHits	0
64	6	CacheMisses	0
64	7	CacheHits	0
64	7	CacheMisses	35
65	0	CacheHits	0
65	0	CacheMisses	147
65	1	CacheHits	85
65	1	CacheMisses	44
65	2	CacheHits	0
65	2	CacheMisses	0
65	3	CacheHits	0
65	3	CacheMisses	44
65	4	CacheHits	0
65	4	CacheMisses	129
65	5	CacheHits	0
65	5	CacheMisses	0
65	6	CacheHits	0
65	6	CacheMisses	0
65	7	CacheHits	0
65	7	CacheMisses	44
66	0	CacheHits	0
66	0	CacheMisses	146
66	1	CacheHits	110
66	1	CacheMisses	21
66	2	CacheHits	0
66	2	CacheMisses	0
66	3	CacheHits	0
66	3	CacheMisses	21
66	4	CacheHits	0
66	4	CacheMisses	132
66	5	CacheHits	0
66	5	CacheMisses	0
66	6	CacheHits	0
66	6	CacheMisses	0
66	7	CacheHits	0
66	7	CacheMisses	21
67	0	CacheHits	0
67	0	CacheMisses	146
67	1	CacheHits	90
67	1	CacheMisses	21
67	2	CacheHits	0
67	2	CacheMisses	0
67	3	CacheHits	0
67	3	CacheMisses	21
67	4	CacheHits	0
67	4	CacheMisses	112
67	5	CacheHits	0
67	5	CacheMisses	0
67	6	CacheHits	0
67	6	CacheMisses	0
67	7	CacheHits	0
67	7	CacheMisses	21
68	0	CacheHits	0
68	0	CacheMisses	147
68	1	CacheHits	103
68	1	CacheMisses	35
68	2	CacheHits	0
68	2	CacheMisses	0
68	3	CacheHits	0
68	3	CacheMisses	35
68	4	CacheHits	0
68	4	CacheMisses	137
68	5	CacheHits	0
68	5	CacheMisses	0
68	6	CacheHits	0
68	6	CacheMisses	0
68	7	CacheHits	0
68	7	CacheMisses	35
69	0	CacheHits	0
69	0	CacheMisses	146
69	1	CacheHits	124
69	1	CacheMisses	20
69	2	CacheHits	0
69	2	CacheMisses	0
69	3	CacheHits	0
69	3	CacheMisses	19
69	4	CacheHits	0
69	4	CacheMisses	143
69	5	CacheHits	0
69	5	CacheMisses	0
69	6	CacheHits	0
69	6	CacheMisses	0
69	7	CacheHits	0
69	7	CacheMisses	19
70	0	CacheHits	0
70	0	CacheMisses	147
70	1	CacheHits	118
70	1	CacheMisses	36
70	2	CacheHits	0
70	2	CacheMisses	0
70	3	CacheHits	0
70	3	CacheMisses	35
70	4	CacheHits	0
70	4	CacheMisses	154
70	5	CacheHits	0
70	5	CacheMisses	0
70	6	CacheHits	0
