Time	Node	Type	Packets	
70	6	CacheMisses	0
70	7	CacheHits	0
70	7	CacheMisses	35
71	0	CacheHits	0
71	0	CacheMisses	146
71	1	CacheHits	103
71	1	CacheMisses	33
71	2	CacheHits	0
71	2	CacheMisses	0
71	3	CacheHits	0
71	3	CacheMisses	35
71	4	CacheHits	0
71	4	CacheMisses	136
71	5	CacheHits	0
71	5	CacheMisses	0
71	6	CacheHits	0
71	6	CacheMisses	0
71	7	CacheHits	0
71	7	CacheMisses	35
72	0	CacheHits	0
72	0	CacheMisses	147
72	1	CacheHits	82
72	1	CacheMisses	40
72	2	CacheHits	0
72	2	CacheMisses	0
72	3	CacheHits	0
72	3	CacheMisses	40
72	4	CacheHits	0
72	4	CacheMisses	122
72	5	CacheHits	0
72	5	CacheMisses	0
72	6	CacheHits	0
72	6	CacheMisses	0
72	7	CacheHits	0
72	7	CacheMisses	40
73	0	CacheHits	0
73	0	CacheMisses	146
73	1	CacheHits	120
73	1	CacheMisses	26
73	2	CacheHits	0
73	2	CacheMisses	0
73	3	CacheHits	0
73	3	CacheMisses	26
73	4	CacheHits	0
73	4	CacheMisses	146
73	5	CacheHits	0
73	5	CacheMisses	0
73	6	CacheHits	0
73	6	CacheMisses	0
73	7	CacheHits	0
73	7	CacheMisses	26
74	0	CacheHits	0
74	0	CacheMisses	147
74	1	CacheHits	90
74	1	CacheMisses	33
74	2	CacheHits	0
74	2	CacheMisses	0
74	3	CacheHits	0
74	3	CacheMisses	33
74	4	CacheHits	0
74	4	CacheMisses	124
74	5	CacheHits	0
74	5	CacheMisses	0
74	6	CacheHits	0
74	6	CacheMisses	0
74	7	CacheHits	0
74	7	CacheMisses	33
75	0	CacheHits	0
75	0	CacheMisses	146
75	1	CacheHits	99
75	1	CacheMisses	24
75	2	CacheHits	0
75	2	CacheMisses	0
75	3	CacheHits	0
75	3	CacheMisses	24
75	4	CacheHits	0
75	4	CacheMisses	125
75	5	CacheHits	0
75	5	CacheMisses	0
75	6	CacheHits	0
75	6	CacheMisses	0
75	7	CacheHits	0
75	7	CacheMisses	24
76	0	CacheHits	0
76	0	CacheMisses	147
76	1	CacheHits	67
76	1	CacheMisses	41
76	2	CacheHits	0
76	2	CacheMisses	0
76	3	CacheHits	0
76	3	CacheMisses	40
76	4	CacheHits	0
76	4	CacheMisses	105
76	5	CacheHits	0
76	5	CacheMisses	0
76	6	CacheHits	0
76	6	CacheMisses	0
76	7	CacheHits	0
76	7	CacheMisses	40
77	0	CacheHits	0
77	0	CacheMisses	146
77	1	CacheHits	101
77	1	CacheMisses	26
77	2	CacheHits	0
77	2	CacheMisses	0
77	3	CacheHits	0
77	3	CacheMisses	27
77	4	CacheHits	0
77	4	CacheMisses	127
77	5	CacheHits	0
77	5	CacheMisses	0
77	6	CacheHits	0
77	6	CacheMisses	0
77	7	CacheHits	0
77	7	CacheMisses	27
78	0	CacheHits	0
78	0	CacheMisses	147
78	1	CacheHits	126
78	1	CacheMisses	25
78	2	CacheHits	0
78	2	CacheMisses	0
78	3	CacheHits	0
78	3	CacheMisses	25
78	4	CacheHits	0
78	4	CacheMisses	155
78	5	CacheHits	0
78	5	CacheMisses	0
78	6	CacheHits	0
78	6	CacheMisses	0
78	7	CacheHits	0
78	7	CacheMisses	25
79	0	CacheHits	0
79	0	CacheMisses	146
79	1	CacheHits	78
79	1	CacheMisses	49
79	2	CacheHits	0
79	2	CacheMisses	0
79	3	CacheHits	0
79	3	CacheMisses	49
79	4	CacheHits	0
79	4	CacheMisses	123
79	5	CacheHits	0
79	5	CacheMisses	0
79	6	CacheHits	0
79	6	CacheMisses	0
79	7	CacheHits	0
79	7	CacheMisses	49
80	0	CacheHits	0
80	0	CacheMisses	147
80	1	CacheHits	110
80	1	CacheMisses	20
80	2	CacheHits	0
80	2	CacheMisses	0
80	3	CacheHits	0
80	3	CacheMisses	20
80	4	CacheHits	0
80	4	CacheMisses	131
80	5	CacheHits	0
80	5	CacheMisses	0
80	6	CacheHits	0
80	6	CacheMisses	0
80	7	CacheHits	0
80	7	CacheMisses	20
81	0	CacheHits	0
81	0	CacheMisses	146
81	1	CacheHits	96
81	1	CacheMisses	26
81	2	CacheHits	0
81	2	CacheMisses	0
81	3	CacheHits	0
81	3	CacheMisses	26
81	4	CacheHits	0
81	4	CacheMisses	121
81	5	CacheHits	0
81	5	CacheMisses	0
81	6	CacheHits	0
81	6	CacheMisses	0
81	7	CacheHits	0
81	7	CacheMisses	26
82	0	CacheHits	0
82	0	CacheMisses	147
82	1	CacheHits	89
82	1	CacheMisses	37
82	2	CacheHits	0
82	2	CacheMisses	0
82	3	CacheHits	0
82	3	CacheMisses	37
82	4	CacheHits	0
82	4	CacheMisses	126
82	5	CacheHits	0
82	5	CacheMisses	0
82	6	CacheHits	0
82	6	CacheMisses	0
82	7	CacheHits	0
82	7	CacheMisses	37
83	0	CacheHits	0
83	0	CacheMisses	146
83	1	CacheHits	84
83	1	CacheMisses	29
83	2	CacheHits	0
83	2	CacheMisses	0
83	3	CacheHits	0
83	3	CacheMisses	29
83	4	CacheHits	0
83	4	CacheMisses	114
83	5	CacheHits	0
83	5	CacheMisses	0
83	6	CacheHits	0
83	6	CacheMisses	0
83	7	CacheHits	0
83	7	CacheMisses	29
84	0	CacheHits	0
84	0	CacheMisses	147
84	1	CacheHits	117
84	1	CacheMisses	28
84	2	CacheHits	0
84	2	CacheMisses	0
84	3	CacheHits	0
84	3	CacheMisses	28
84	4	CacheHits	0
84	4	CacheMisses	144
84	5	CacheHits	0
84	5	CacheMisses	0
84	6	CacheHits	0
84	6	CacheMisses	0
84	7	CacheHits	0
84	7	CacheMisses	28
85	0	CacheHits	0
85	0	CacheMisses	146
85	1	CacheHits	59
85	1	CacheMisses	44
85	2	CacheHits	0
85	2	CacheMisses	0
85	3	CacheHits	0
85	3	CacheMisses	44
85	4	CacheHits	0
85	4	CacheMisses	103
85	5	CacheHits	0
85	5	CacheMisses	0
85	6	CacheHits	0
85	6	CacheMisses	0
85	7	CacheHits	0
85	7	CacheMisses	44
86	0	CacheHits	0
86	0	CacheMisses	147
86	1	CacheHits	92
86	1	CacheMisses	19
86	2	CacheHits	0
86	2	CacheMisses	0
86	3	CacheHits	0
86	3	CacheMisses	19
86	4	CacheHits	0
86	4	CacheMisses	112
86	5	CacheHits	0
86	5	CacheMisses	0
86	6	CacheHits	0
86	6	CacheMisses	0
86	7	CacheHits	0
86	7	CacheMisses	19
87	0	CacheHits	0
87	0	CacheMisses	146
87	1	CacheHits	117
87	1	CacheMisses	29
87	2	CacheHits	0
87	2	CacheMisses	0
87	3	CacheHits	0
87	3	CacheMisses	29
87	4	CacheHits	0
87	4	CacheMisses	147
87	5	CacheHits	0
87	5	CacheMisses	0
87	6	CacheHits	0
87	6	CacheMisses	0
87	7	CacheHits	0
87	7	CacheMisses	29
88	0	CacheHits	0
88	0	CacheMisses	147
88	1	CacheHits	101
88	1	CacheMisses	37
88	2	CacheHits	0
88	2	CacheMisses	0
88	3	CacheHits	0
88	3	CacheMisses	37
88	4	CacheHits	0
88	4	CacheMisses	136
88	5	CacheHits	0
88	5	CacheMisses	0
88	6	CacheHits	0
88	6	CacheMisses	0
88	7	CacheHits	0
88	7	CacheMisses	37
89	0	CacheHits	0
89	0	CacheMisses	146
89	1	CacheHits	93
89	1	CacheMisses	50
89	2	CacheHits	0
89	2	CacheMisses	0
89	3	CacheHits	0
89	3	CacheMisses	50
89	4	CacheHits	0
89	4	CacheMisses	143
89	5	CacheHits	0
89	5	CacheMisses	0
89	6	CacheHits	0
89	6	CacheMisses	0
89	7	CacheHits	0
89	7	CacheMisses	50
90	0	CacheHits	0
90	0	CacheMisses	147
90	1	CacheHits	93
90	1	CacheMisses	24
90	2	CacheHits	0
90	2	CacheMisses	0
90	3	CacheHits	0
90	3	CacheMisses	24
90	4	CacheHits	0
90	4	CacheMisses	120
90	5	CacheHits	0
90	5	CacheMisses	0
90	6	CacheHits	0
90	6	CacheMisses	0
90	7	CacheHits	0
90	7	CacheMisses	24
91	0	CacheHits	0
91	0	CacheMisses	146
91	1	CacheHits	120
91	1	CacheMisses	20
91	2	CacheHits	0
91	2	CacheMisses	0
91	3	CacheHits	0
91	3	CacheMisses	20
91	4	CacheHits	0
91	4	CacheMisses	137
91	5	CacheHits	0
91	5	CacheMisses	0
91	6	CacheHits	0
91	6	CacheMisses	0
91	7	CacheHits	0
91	7	CacheMisses	20
92	0	CacheHits	0
92	0	CacheMisses	147
92	1	CacheHits	70
92	1	CacheMisses	38
92	2	CacheHits	0
92	2	CacheMisses	0
92	3	CacheHits	0
92	3	CacheMisses	38
92	4	CacheHits	0
92	4	CacheMisses	108
92	5	CacheHits	0
92	5	CacheMisses	0
92	6	CacheHits	0
92	6	CacheMisses	0
92	7	CacheHits	0
92	7	CacheMisses	38
93	0	CacheHits	0
93	0	CacheMisses	146
93	1	CacheHits	18
93	1	CacheMisses	96
93	2	CacheHits	0
93	2	CacheMisses	0
93	3	CacheHits	0
93	3	CacheMisses	96
93	4	CacheHits	0
93	4	CacheMisses	114
93	5	CacheHits	0
93	5	CacheMisses	0
93	6	CacheHits	0
93	6	CacheMisses	0
93	7	CacheHits	0
93	7	CacheMisses	96
94	0	CacheHits	0
94	0	CacheMisses	147
94	1	CacheHits	0
94	1	CacheMisses	109
94	2	CacheHits	0
94	2	CacheMisses	0
94	3	CacheHits	0
94	3	CacheMisses	109
94	4	CacheHits	0
94	4	CacheMisses	111
94	5	CacheHits	0
94	5	CacheMisses	0
94	6	CacheHits	0
94	6	CacheMisses	0
94	7	CacheHits	0
94	7	CacheMisses	109
95	0	CacheHits	0
95	0	CacheMisses	146
95	1	CacheHits	0
95	1	CacheMisses	110
95	2	CacheHits	0
95	2	CacheMisses	0
95	3	CacheHits	0
95	3	CacheMisses	110
95	4	CacheHits	0
95	4	CacheMisses	108
95	5	CacheHits	0
95	5	CacheMisses	0
95	6	CacheHits	0
95	6	CacheMisses	0
95	7	CacheHits	0
95	7	CacheMisses	110
96	0	CacheHits	0
96	0	CacheMisses	147
96	1	CacheHits	0
96	1	CacheMisses	124
96	2	CacheHits	0
96	2	CacheMisses	0
96	3	CacheHits	0
96	3	CacheMisses	123
96	4	CacheHits	0
96	4	CacheMisses	128
96	5	CacheHits	0
96	5	CacheMisses	0
96	6	CacheHits	0
96	6	CacheMisses	0
96	7	CacheHits	0
96	7	CacheMisses	123
97	0	CacheHits	0
97	0	CacheMisses	146
97	1	CacheHits	0
97	1	CacheMisses	112
97	2	CacheHits	0
97	2	CacheMisses	0
97	3	CacheHits	0
97	3	CacheMisses	113
97	4	CacheHits	0
97	4	CacheMisses	112
97	5	CacheHits	0
97	5	CacheMisses	0
97	6	CacheHits	0
97	6	CacheMisses	0
97	7	CacheHits	0
97	7	CacheMisses	113
98	0	CacheHits	0
98	0	CacheMisses	146
98	1	CacheHits	0
98	1	CacheMisses	116
98	2	CacheHits	0
98	2	CacheMisses	0
98	3	CacheHits	0
98	3	CacheMisses	115
98	4	CacheHits	0
98	4	CacheMisses	112
98	5	CacheHits	0
98	5	CacheMisses	0
98	6	CacheHits	0
98	6	CacheMisses	0
98	7	CacheHits	0
98	7	CacheMisses	115
99	0	CacheHits	0
99	0	CacheMisses	147
99	1	CacheHits	0
99	1	CacheMisses	91
99	2	CacheHits	0
99	2	CacheMisses	0
99	3	CacheHits	0
99	3	CacheMisses	91
99	4	CacheHits	0
99	4	CacheMisses	95
99	5	CacheHits	0
99	5	CacheMisses	0
99	6	CacheHits	0
99	6	CacheMisses	0
99	7	CacheHits	0
99	7	CacheMisses	91
100	0	CacheHits	0
100	0	CacheMisses	146
100	1	CacheHits	0
100	1	CacheMisses	105
100	2	CacheHits	0
100	2	CacheMisses	0
100	3	CacheHits	0
100	3	CacheMisses	106
100	4	CacheHits	0
100	4	CacheMisses	101
100	5	CacheHits	0
100	5	CacheMisses	0
100	6	CacheHits	0
100	6	CacheMisses	0
100	7	CacheHits	0
100	7	CacheMisses	106
101	0	CacheHits	0
101	0	CacheMisses	147
101	1	CacheHits	0
101	1	CacheMisses	113
101	2	CacheHits	0
101	2	CacheMisses	0
101	3	CacheHits	0
101	3	CacheMisses	113
101	4	CacheHits	0
101	4	CacheMisses	117
101	5	CacheHits	0
101	5	CacheMisses	0
101	6	CacheHits	0
101	6	CacheMisses	0
101	7	CacheHits	0
101	7	CacheMisses	113
102	0	CacheHits	0
102	0	CacheMisses	146
102	1	CacheHits	0
102	1	CacheMisses	120
102	2	CacheHits	0
102	2	CacheMisses	0
102	3	CacheHits	0
102	3	CacheMisses	120
102	4	CacheHits	0
102	4	CacheMisses	116
102	5	CacheHits	0
102	5	CacheMisses	0
102	6	CacheHits	0
102	6	CacheMisses	0
102	7	CacheHits	0
102	7	CacheMisses	120
103	0	CacheHits	0
103	0	CacheMisses	147
103	1	CacheHits	0
103	1	CacheMisses	106
103	2	CacheHits	0
103	2	CacheMisses	0
103	3	CacheHits	0
103	3	CacheMisses	105
103	4	CacheHits	0
103	4	CacheMisses	108
103	5	CacheHits	0
103	5	CacheMisses	0
103	6	CacheHits	0
103	6	CacheMisses	0
103	7	CacheHits	0
103	7	CacheMisses	105
104	0	CacheHits	0
104	0	CacheMisses	146
104	1	CacheHits	0
104	1	CacheMisses	112
104	2	CacheHits	0
104	2	CacheMisses	0
104	3	CacheHits	0
104	3	CacheMisses	113
104	4	CacheHits	0
104	4	CacheMisses	110
104	5	CacheHits	0
104	5	CacheMisses	0
104	6	CacheHits	0
104	6	CacheMisses	0
104	7	CacheHits	0
104	7	CacheMisses	113
105	0	CacheHits	0
105	0	CacheMisses	147
105	1	CacheHits	0
105	1	CacheMisses	101
105	2	CacheHits	0
105	2	CacheMisses	0
105	3	CacheHits	0
105	3	CacheMisses	101
105	4	CacheHits	0
105	4	CacheMisses	101
105	5	CacheHits	0
105	5	CacheMisses	0
105	6	CacheHits	0
105	6	CacheMisses	0
105	7	CacheHits	0
105	7	CacheMisses	101
106	0	CacheHits	0
106	0	CacheMisses	146
106	1	CacheHits	0
106	1	CacheMisses	93
106	2	CacheHits	0
106	2	CacheMisses	0
106	3	CacheHits	0
106	3	CacheMisses	93
106	4	CacheHits	0
106	4	CacheMisses	93
106	5	CacheHits	0
106	5	CacheMisses	0
106	6	CacheHits	0
106	6	CacheMisses	0
106	7	CacheHits	0
106	7	CacheMisses	93
107	0	CacheHits	0
107	0	CacheMisses	147
107	1	CacheHits	0
107	1	CacheMisses	108
107	2	CacheHits	0
107	2	CacheMisses	0
107	3	CacheHits	0
107	3	CacheMisses	108
107	4	CacheHits	0
107	4	CacheMisses	108
107	5	CacheHits	0
107	5	CacheMisses	0
107	6	CacheHits	0
107	6	CacheMisses	0
107	7	CacheHits	0
107	7	CacheMisses	108
108	0	CacheHits	0
108	0	CacheMisses	146
108	1	CacheHits	0
108	1	CacheMisses	110
108	2	CacheHits	0
108	2	CacheMisses	0
108	3	CacheHits	0
108	3	CacheMisses	110
108	4	CacheHits	0
108	4	CacheMisses	110
108	5	CacheHits	0
108	5	CacheMisses	0
108	6	CacheHits	0
108	6	CacheMisses	0
108	7	CacheHits	0
108	7	CacheMisses	110
109	0	CacheHits	0
109	0	CacheMisses	147
109	1	CacheHits	0
109	1	CacheMisses	77
109	2	CacheHits	0
109	2	CacheMisses	0
109	3	CacheHits	0
109	3	CacheMisses	77
109	4	CacheHits	0
109	4	CacheMisses	77
109	5	CacheHits	0
109	5	CacheMisses	0
109	6	CacheHits	0
109	6	CacheMisses	0
109	7	CacheHits	0
109	7	CacheMisses	77
110	0	CacheHits	0
110	0	CacheMisses	146
110	1	CacheHits	0
110	1	CacheMisses	117
110	2	CacheHits	0
110	2	CacheMisses	0
110	3	CacheHits	0
110	3	CacheMisses	117
110	4	CacheHits	0
110	4	CacheMisses	117
110	5	CacheHits	0
110	5	CacheMisses	0
110	6	CacheHits	0
110	6	CacheMisses	0
110	7	CacheHits	0
110	7	CacheMisses	117
111	0	CacheHits	0
111	0	CacheMisses	147
111	1	CacheHits	0
111	1	CacheMisses	87
111	2	CacheHits	0
111	2	CacheMisses	0
111	3	CacheHits	0
111	3	CacheMisses	87
111	4	CacheHits	0
111	4	CacheMisses	88
111	5	CacheHits	0
111	5	CacheMisses	0
111	6	CacheHits	0
111	6	CacheMisses	0
111	7	CacheHits	0
111	7	CacheMisses	87
112	0	CacheHits	0
112	0	CacheMisses	146
112	1	CacheHits	0
112	1	CacheMisses	95
112	2	CacheHits	0
112	2	CacheMisses	0
112	3	CacheHits	0
112	3	CacheMisses	93
112	4	CacheHits	0
112	4	CacheMisses	95
112	5	CacheHits	0
112	5	CacheMisses	0
112	6	CacheHits	0
112	6	CacheMisses	0
112	7	CacheHits	0
112	7	CacheMisses	93
113	0	CacheHits	0
113	0	CacheMisses	147
113	1	CacheHits	0
113	1	CacheMisses	102
113	2	CacheHits	0
113	2	CacheMisses	0
113	3	CacheHits	0
113	3	CacheMisses	104
113	4	CacheHits	0
113	4	CacheMisses	101
113	5	CacheHits	0
113	5	CacheMisses	0
113	6	CacheHits	0
113	6	CacheMisses	0
113	7	CacheHits	0
113	7	CacheMisses	104
114	0	CacheHits	0
114	0	CacheMisses	146
114	1	CacheHits	0
114	1	CacheMisses	96
114	2	CacheHits	0
114	2	CacheMisses	0
114	3	CacheHits	0
114	3	CacheMisses	96
114	4	CacheHits	0
114	4	CacheMisses	96
114	5	CacheHits	0
114	5	CacheMisses	0
114	6	CacheHits	0
114	6	CacheMisses	0
114	7	CacheHits	0
114	7	CacheMisses	96
115	0	CacheHits	0
115	0	CacheMisses	147
115	1	CacheHits	0
115	1	CacheMisses	119
115	2	CacheHits	0
115	2	CacheMisses	0
115	3	CacheHits	0
115	3	CacheMisses	119
115	4	CacheHits	0
115	4	CacheMisses	121
115	5	CacheHits	0
115	5	CacheMisses	0
115	6	CacheHits	0
115	6	CacheMisses	0
115	7	CacheHits	0
115	7	CacheMisses	119
116	0	CacheHits	0
116	0	CacheMisses	146
116	1	CacheHits	0
116	1	CacheMisses	96
116	2	CacheHits	0
116	2	CacheMisses	0
116	3	CacheHits	0
116	3	CacheMisses	96
116	4	CacheHits	0
116	4	CacheMisses	94
116	5	CacheHits	0
116	5	CacheMisses	0
116	6	CacheHits	0
116	6	CacheMisses	0
116	7	CacheHits	0
116	7	CacheMisses	96
117	0	CacheHits	0
117	0	CacheMisses	147
117	1	CacheHits	0
117	1	CacheMisses	123
117	2	CacheHits	0
117	2	CacheMisses	0
117	3	CacheHits	0
117	3	CacheMisses	122
117	4	CacheHits	0
117	4	CacheMisses	123
117	5	CacheHits	0
117	5	CacheMisses	0
117	6	CacheHits	0
117	6	CacheMisses	0
117	7	CacheHits	0
117	7	CacheMisses	122
118	0	CacheHits	0
118	0	CacheMisses	146
118	1	CacheHits	0
118	1	CacheMisses	97
118	2	CacheHits	0
118	2	CacheMisses	0
118	3	CacheHits	0
118	3	CacheMisses	98
118	4	CacheHits	0
118	4	CacheMisses	97
118	5	CacheHits	0
118	5	CacheMisses	0
118	6	CacheHits	0
118	6	CacheMisses	0
118	7	CacheHits	0
118	7	CacheMisses	98
119	0	CacheHits	0
119	0	CacheMisses	147
119	1	CacheHits	0
119	1	CacheMisses	78
119	2	CacheHits	0
119	2	CacheMisses	0
119	3	CacheHits	0
119	3	CacheMisses	78
119	4	CacheHits	0
119	4	CacheMisses	78
119	5	CacheHits	0
119	5	CacheMisses	0
119	6	CacheHits	0
119	6	CacheMisses	0
119	7	CacheHits	0
119	7	CacheMisses	78
120	0	CacheHits	0
120	0	CacheMisses	146
120	1	CacheHits	0
120	1	CacheMisses	0
120	2	CacheHits	0
120	2	CacheMisses	35
120	3	CacheHits	0
120	3	CacheMisses	0
120	4	CacheHits	0
120	4	CacheMisses	0
120	5	CacheHits	0
120	5	CacheMisses	35
120	6	CacheHits	0
120	6	CacheMisses	35
120	7	CacheHits	0
120	7	CacheMisses	35
121	0	CacheHits	0
121	0	CacheMisses	147
121	1	CacheHits	0
121	1	CacheMisses	0
121	2	CacheHits	0
121	2	CacheMisses	52
121	3	CacheHits	0
121	3	CacheMisses	0
121	4	CacheHits	0
121	4	CacheMisses	0
121	5	CacheHits	0
121	5	CacheMisses	53
121	6	CacheHits	0
121	6	CacheMisses	52
121	7	CacheHits	0
121	7	CacheMisses	52
122	0	CacheHits	0
122	0	CacheMisses	146
122	1	CacheHits	0
122	1	CacheMisses	0
122	2	CacheHits	0
122	2	CacheMisses	58
122	3	CacheHits	0
122	3	CacheMisses	0
122	4	CacheHits	0
122	4	CacheMisses	0
122	5	CacheHits	0
122	5	CacheMisses	57
122	6	CacheHits	0
122	6	CacheMisses	57
122	7	CacheHits	0
122	7	CacheMisses	57
123	0	CacheHits	0
123	0	CacheMisses	147
123	1	CacheHits	0
123	1	CacheMisses	0
123	2	CacheHits	0
123	2	CacheMisses	116
123	3	CacheHits	0
123	3	CacheMisses	0
123	4	CacheHits	0
123	4	CacheMisses	0
123	5	CacheHits	0
123	5	CacheMisses	116
123	6	CacheHits	0
123	6	CacheMisses	117
123	7	CacheHits	0
123	7	CacheMisses	117
124	0	CacheHits	0
124	0	CacheMisses	146
124	1	CacheHits	0
124	1	CacheMisses	0
124	2	CacheHits	0
124	2	CacheMisses	109
124	3	CacheHits	0
124	3	CacheMisses	0
124	4	CacheHits	0
124	4	CacheMisses	0
124	5	CacheHits	0
124	5	CacheMisses	111
124	6	CacheHits	0
124	6	CacheMisses	109
124	7	CacheHits	0
124	7	CacheMisses	109
125	0	CacheHits	0
125	0	CacheMisses	147
125	1	CacheHits	0
125	1	CacheMisses	0
125	2	CacheHits	0
125	2	CacheMisses	125
125	3	CacheHits	0
125	3	CacheMisses	0
125	4	CacheHits	0
125	4	CacheMisses	0
125	5	CacheHits	0
125	5	CacheMisses	123
125	6	CacheHits	0
125	6	CacheMisses	125
125	7	CacheHits	0
125	7	CacheMisses	125
126	0	CacheHits	0
126	0	CacheMisses	146
126	1	CacheHits	0
126	1	CacheMisses	0
126	2	CacheHits	0
126	2	CacheMisses	123
126	3	CacheHits	0
126	3	CacheMisses	0
126	4	CacheHits	0
126	4	CacheMisses	0
126	5	CacheHits	0
126	5	CacheMisses	123
126	6	CacheHits	0
126	6	CacheMisses	122
126	7	CacheHits	0
126	7	CacheMisses	122
127	0	CacheHits	0
127	0	CacheMisses	147
127	1	CacheHits	0
127	1	CacheMisses	0
127	2	CacheHits	0
127	2	CacheMisses	91
127	3	CacheHits	0
127	3	CacheMisses	0
127	4	CacheHits	0
127	4	CacheMisses	0
127	5	CacheHits	0
127	5	CacheMisses	91
127	6	CacheHits	0
127	6	CacheMisses	91
127	7	CacheHits	0
127	7	CacheMisses	91
128	0	CacheHits	0
128	0	CacheMisses	146
128	1	CacheHits	0
128	1	CacheMisses	0
128	2	CacheHits	0
128	2	CacheMisses	108
128	3	CacheHits	0
128	3	CacheMisses	0
128	4	CacheHits	0
128	4	CacheMisses	0
128	5	CacheHits	0
128	5	CacheMisses	108
128	6	CacheHits	0
128	6	CacheMisses	109
128	7	CacheHits	0
128	7	CacheMisses	109
129	0	CacheHits	0
129	0	CacheMisses	147
129	1	CacheHits	0
129	1	CacheMisses	0
129	2	CacheHits	0
129	2	CacheMisses	103
129	3	CacheHits	0
129	3	CacheMisses	0
129	4	CacheHits	0
129	4	CacheMisses	0
129	5	CacheHits	0
129	5	CacheMisses	103
129	6	CacheHits	0
129	6	CacheMisses	102
129	7	CacheHits	0
129	7	CacheMisses	102
130	0	CacheHits	0
130	0	CacheMisses	146
130	1	CacheHits	0
130	1	CacheMisses	0
130	2	CacheHits	0
130	2	CacheMisses	129
130	3	CacheHits	0
130	3	CacheMisses	0
130	4	CacheHits	0
130	4	CacheMisses	0
130	5	CacheHits	0
130	5	CacheMisses	129
130	6	CacheHits	0
130	6	CacheMisses	129
130	7	CacheHits	0
130	7	CacheMisses	129
131	0	CacheHits	0
131	0	CacheMisses	146
131	1	CacheHits	0
131	1	CacheMisses	0
131	2	CacheHits	0
131	2	CacheMisses	118
131	3	CacheHits	0
131	3	CacheMisses	0
131	4	CacheHits	0
131	4	CacheMisses	0
131	5	CacheHits	0
131	5	CacheMisses	119
131	6	CacheHits	0
131	6	CacheMisses	119
131	7	CacheHits	0
131	7	CacheMisses	119
132	0	CacheHits	0
132	0	CacheMisses	147
132	1	CacheHits	0
132	1	CacheMisses	0
132	2	CacheHits	0
132	2	CacheMisses	120
132	3	CacheHits	0
132	3	CacheMisses	0
132	4	CacheHits	0
132	4	CacheMisses	0
132	5	CacheHits	0
132	5	CacheMisses	119
132	6	CacheHits	0
132	6	CacheMisses	120
132	7	CacheHits	0
132	7	CacheMisses	120
133	0	CacheHits	0
133	0	CacheMisses	146
133	1	CacheHits	0
133	1	CacheMisses	0
133	2	CacheHits	0
133	2	CacheMisses	108
133	3	CacheHits	0
133	3	CacheMisses	0
133	4	CacheHits	0
133	4	CacheMisses	0
133	5	CacheHits	0
133	5	CacheMisses	108
133	6	CacheHits	0
133	6	CacheMisses	108
133	7	CacheHits	0
133	7	CacheMisses	108
134	0	CacheHits	0
134	0	CacheMisses	147
134	1	CacheHits	0
134	1	CacheMisses	0
134	2	CacheHits	0
134	2	CacheMisses	89
134	3	CacheHits	0
134	3	CacheMisses	0
134	4	CacheHits	0
134	4	CacheMisses	0
134	5	CacheHits	0
134	5	CacheMisses	90
134	6	CacheHits	0
134	6	CacheMisses	89
134	7	CacheHits	0
134	7	CacheMisses	89
135	0	CacheHits	0
135	0	CacheMisses	146
135	1	CacheHits	0
135	1	CacheMisses	0
135	2	CacheHits	0
135	2	CacheMisses	118
135	3	CacheHits	0
135	3	CacheMisses	0
135	4	CacheHits	0
135	4	CacheMisses	0
135	5	CacheHits	0
135	5	CacheMisses	117
135	6	CacheHits	0
135	6	CacheMisses	115
135	7	CacheHits	0
135	7	CacheMisses	115
136	0	CacheHits	0
136	0	CacheMisses	147
136	1	CacheHits	0
136	1	CacheMisses	0
136	2	CacheHits	0
136	2	CacheMisses	118
136	3	CacheHits	0
136	3	CacheMisses	0
136	4	CacheHits	0
136	4	CacheMisses	0
136	5	CacheHits	0
136	5	CacheMisses	120
136	6	CacheHits	0
136	6	CacheMisses	121
136	7	CacheHits	0
136	7	CacheMisses	121
137	0	CacheHits	0
137	0	CacheMisses	146
137	1	CacheHits	0
137	1	CacheMisses	0
137	2	CacheHits	0
137	2	CacheMisses	105
137	3	CacheHits	0
137	3	CacheMisses	0
137	4	CacheHits	0
137	4	CacheMisses	0
137	5	CacheHits	0
137	5	CacheMisses	104
137	6	CacheHits	0
137	6	CacheMisses	105
137	7	CacheHits	0
137	7	CacheMisses	105
138	0	CacheHits	0
138	0	CacheMisses	147
138	1	CacheHits	0
138	1	CacheMisses	0
138	2	CacheHits	0
138	2	CacheMisses	121
138	3	CacheHits	0
138	3	CacheMisses	0
138	4	CacheHits	0
138	4	CacheMisses	0
138	5	CacheHits	0
138	5	CacheMisses	124
138	6	CacheHits	0
138	6	CacheMisses	121
138	7	CacheHits	0
138	7	CacheMisses	121
139	0	CacheHits	0
139	0	CacheMisses	146
139	1	CacheHits	0
139	1	CacheMisses	0
139	2	CacheHits	0
139	2	CacheMisses	121
139	3	CacheHits	0
139	3	CacheMisses	0
139	4	CacheHits	0
139	4	CacheMisses	0
139	5	CacheHits	0
139	5	CacheMisses	117
139	6	CacheHits	0
139	6	CacheMisses	121
139	7	CacheHits	0
139	7	CacheMisses	121
140	0	CacheHits	0
140	0	CacheMisses	147
140	1	CacheHits	0
140	1	CacheMisses	0
140	2	CacheHits	0
140	2	CacheMisses	105
140	3	CacheHits	0
140	3	CacheMisses	0
140	4	CacheHits	0
140	4	CacheMisses	0
140	5	CacheHits	0
