Time	Node	Type	Packets	
112	1	CacheMisses	102
112	2	CacheHits	0
112	2	CacheMisses	103
112	3	CacheHits	0
112	3	CacheMisses	102
112	4	CacheHits	0
112	4	CacheMisses	103
113	0	CacheHits	0
113	0	CacheMisses	147
113	1	CacheHits	0
113	1	CacheMisses	103
113	2	CacheHits	0
113	2	CacheMisses	103
113	3	CacheHits	0
113	3	CacheMisses	103
113	4	CacheHits	0
113	4	CacheMisses	103
114	0	CacheHits	0
114	0	CacheMisses	146
114	1	CacheHits	0
114	1	CacheMisses	104
114	2	CacheHits	0
114	2	CacheMisses	105
114	3	CacheHits	0
114	3	CacheMisses	106
114	4	CacheHits	0
114	4	CacheMisses	105
115	0	CacheHits	0
115	0	CacheMisses	147
115	1	CacheHits	0
115	1	CacheMisses	111
115	2	CacheHits	0
115	2	CacheMisses	111
115	3	CacheHits	0
115	3	CacheMisses	109
115	4	CacheHits	0
115	4	CacheMisses	111
116	0	CacheHits	0
116	0	CacheMisses	146
116	1	CacheHits	0
116	1	CacheMisses	116
116	2	CacheHits	0
116	2	CacheMisses	116
116	3	CacheHits	0
116	3	CacheMisses	116
116	4	CacheHits	0
116	4	CacheMisses	116
117	0	CacheHits	0
117	0	CacheMisses	147
117	1	CacheHits	0
117	1	CacheMisses	119
117	2	CacheHits	0
117	2	CacheMisses	119
117	3	CacheHits	0
117	3	CacheMisses	120
117	4	CacheHits	0
117	4	CacheMisses	119
118	0	CacheHits	0
118	0	CacheMisses	146
118	1	CacheHits	0
118	1	CacheMisses	105
118	2	CacheHits	0
118	2	CacheMisses	98
118	3	CacheHits	0
118	3	CacheMisses	109
118	4	CacheHits	0
118	4	CacheMisses	98
119	0	CacheHits	0
119	0	CacheMisses	147
119	1	CacheHits	0
119	1	CacheMisses	134
119	2	CacheHits	0
119	2	CacheMisses	141
119	3	CacheHits	0
119	3	CacheMisses	129
119	4	CacheHits	0
119	4	CacheMisses	141
120	0	CacheHits	0
120	0	CacheMisses	146
120	1	CacheHits	0
120	1	CacheMisses	112
120	2	CacheHits	0
120	2	CacheMisses	112
120	3	CacheHits	0
120	3	CacheMisses	114
120	4	CacheHits	0
120	4	CacheMisses	112
121	0	CacheHits	0
121	0	CacheMisses	147
121	1	CacheHits	0
121	1	CacheMisses	129
121	2	CacheHits	0
121	2	CacheMisses	129
121	3	CacheHits	0
121	3	CacheMisses	127
121	4	CacheHits	0
121	4	CacheMisses	129
122	0	CacheHits	0
122	0	CacheMisses	146
122	1	CacheHits	0
122	1	CacheMisses	94
122	2	CacheHits	0
122	2	CacheMisses	93
122	3	CacheHits	0
122	3	CacheMisses	94
122	4	CacheHits	0
122	4	CacheMisses	93
123	0	CacheHits	0
123	0	CacheMisses	147
123	1	CacheHits	0
123	1	CacheMisses	101
123	2	CacheHits	0
123	2	CacheMisses	102
123	3	CacheHits	0
123	3	CacheMisses	101
123	4	CacheHits	0
123	4	CacheMisses	102
124	0	CacheHits	0
124	0	CacheMisses	146
124	1	CacheHits	0
124	1	CacheMisses	102
124	2	CacheHits	0
124	2	CacheMisses	102
124	3	CacheHits	0
124	3	CacheMisses	102
124	4	CacheHits	0
124	4	CacheMisses	102
125	0	CacheHits	0
125	0	CacheMisses	147
125	1	CacheHits	0
125	1	CacheMisses	115
125	2	CacheHits	0
125	2	CacheMisses	115
125	3	CacheHits	0
125	3	CacheMisses	115
125	4	CacheHits	0
125	4	CacheMisses	115
126	0	CacheHits	0
126	0	CacheMisses	146
126	1	CacheHits	0
126	1	CacheMisses	110
126	2	CacheHits	0
126	2	CacheMisses	110
126	3	CacheHits	0
126	3	CacheMisses	113
126	4	CacheHits	0
126	4	CacheMisses	110
127	0	CacheHits	0
127	0	CacheMisses	147
127	1	CacheHits	0
127	1	CacheMisses	131
127	2	CacheHits	0
127	2	CacheMisses	131
127	3	CacheHits	0
127	3	CacheMisses	128
127	4	CacheHits	0
127	4	CacheMisses	131
128	0	CacheHits	0
128	0	CacheMisses	146
128	1	CacheHits	0
128	1	CacheMisses	86
128	2	CacheHits	0
128	2	CacheMisses	85
128	3	CacheHits	0
128	3	CacheMisses	86
128	4	CacheHits	0
128	4	CacheMisses	85
129	0	CacheHits	0
129	0	CacheMisses	147
129	1	CacheHits	0
129	1	CacheMisses	122
129	2	CacheHits	0
129	2	CacheMisses	121
129	3	CacheHits	0
129	3	CacheMisses	122
129	4	CacheHits	0
129	4	CacheMisses	121
130	0	CacheHits	0
130	0	CacheMisses	146
130	1	CacheHits	0
130	1	CacheMisses	104
130	2	CacheHits	0
130	2	CacheMisses	106
130	3	CacheHits	0
130	3	CacheMisses	104
130	4	CacheHits	0
130	4	CacheMisses	106
131	0	CacheHits	0
131	0	CacheMisses	146
131	1	CacheHits	0
131	1	CacheMisses	97
131	2	CacheHits	0
131	2	CacheMisses	96
131	3	CacheHits	0
131	3	CacheMisses	97
131	4	CacheHits	0
131	4	CacheMisses	96
132	0	CacheHits	0
132	0	CacheMisses	147
132	1	CacheHits	0
132	1	CacheMisses	118
132	2	CacheHits	0
132	2	CacheMisses	119
132	3	CacheHits	0
132	3	CacheMisses	120
132	4	CacheHits	0
132	4	CacheMisses	119
133	0	CacheHits	0
133	0	CacheMisses	146
133	1	CacheHits	0
133	1	CacheMisses	128
133	2	CacheHits	0
133	2	CacheMisses	123
133	3	CacheHits	0
133	3	CacheMisses	126
133	4	CacheHits	0
133	4	CacheMisses	123
134	0	CacheHits	0
134	0	CacheMisses	147
134	1	CacheHits	0
134	1	CacheMisses	92
134	2	CacheHits	0
134	2	CacheMisses	96
134	3	CacheHits	0
134	3	CacheMisses	92
134	4	CacheHits	0
134	4	CacheMisses	96
135	0	CacheHits	0
135	0	CacheMisses	146
135	1	CacheHits	0
135	1	CacheMisses	115
135	2	CacheHits	0
135	2	CacheMisses	114
135	3	CacheHits	0
135	3	CacheMisses	115
135	4	CacheHits	0
135	4	CacheMisses	114
136	0	CacheHits	0
136	0	CacheMisses	147
136	1	CacheHits	0
136	1	CacheMisses	114
136	2	CacheHits	0
136	2	CacheMisses	116
136	3	CacheHits	0
136	3	CacheMisses	114
136	4	CacheHits	0
136	4	CacheMisses	116
137	0	CacheHits	0
137	0	CacheMisses	146
137	1	CacheHits	0
137	1	CacheMisses	114
137	2	CacheHits	0
137	2	CacheMisses	113
137	3	CacheHits	0
137	3	CacheMisses	115
137	4	CacheHits	0
137	4	CacheMisses	113
138	0	CacheHits	0
138	0	CacheMisses	147
138	1	CacheHits	0
138	1	CacheMisses	106
138	2	CacheHits	0
138	2	CacheMisses	106
138	3	CacheHits	0
138	3	CacheMisses	107
138	4	CacheHits	0
138	4	CacheMisses	106
139	0	CacheHits	0
139	0	CacheMisses	146
139	1	CacheHits	0
139	1	CacheMisses	108
139	2	CacheHits	0
139	2	CacheMisses	109
139	3	CacheHits	0
139	3	CacheMisses	106
139	4	CacheHits	0
139	4	CacheMisses	109
140	0	CacheHits	0
140	0	CacheMisses	147
140	1	CacheHits	0
140	1	CacheMisses	106
140	2	CacheHits	0
140	2	CacheMisses	106
140	3	CacheHits	0
140	3	CacheMisses	108
140	4	CacheHits	0
140	4	CacheMisses	106
141	0	CacheHits	0
141	0	CacheMisses	146
141	1	CacheHits	0
141	1	CacheMisses	124
141	2	CacheHits	0
141	2	CacheMisses	124
141	3	CacheHits	0
141	3	CacheMisses	122
141	4	CacheHits	0
141	4	CacheMisses	124
142	0	CacheHits	0
142	0	CacheMisses	147
142	1	CacheHits	0
142	1	CacheMisses	125
142	2	CacheHits	0
142	2	CacheMisses	125
142	3	CacheHits	0
142	3	CacheMisses	125
142	4	CacheHits	0
142	4	CacheMisses	125
143	0	CacheHits	0
143	0	CacheMisses	146
143	1	CacheHits	0
143	1	CacheMisses	112
143	2	CacheHits	0
143	2	CacheMisses	112
143	3	CacheHits	0
143	3	CacheMisses	116
143	4	CacheHits	0
143	4	CacheMisses	112
144	0	CacheHits	0
144	0	CacheMisses	147
144	1	CacheHits	0
144	1	CacheMisses	106
144	2	CacheHits	0
144	2	CacheMisses	106
144	3	CacheHits	0
144	3	CacheMisses	105
144	4	CacheHits	0
144	4	CacheMisses	106
145	0	CacheHits	0
145	0	CacheMisses	146
145	1	CacheHits	0
145	1	CacheMisses	105
145	2	CacheHits	0
145	2	CacheMisses	105
145	3	CacheHits	0
145	3	CacheMisses	102
145	4	CacheHits	0
145	4	CacheMisses	105
146	0	CacheHits	0
146	0	CacheMisses	147
146	1	CacheHits	0
146	1	CacheMisses	118
146	2	CacheHits	0
146	2	CacheMisses	118
146	3	CacheHits	0
146	3	CacheMisses	118
146	4	CacheHits	0
146	4	CacheMisses	118
147	0	CacheHits	0
147	0	CacheMisses	146
147	1	CacheHits	0
147	1	CacheMisses	126
147	2	CacheHits	0
147	2	CacheMisses	126
147	3	CacheHits	0
147	3	CacheMisses	126
147	4	CacheHits	0
147	4	CacheMisses	126
148	0	CacheHits	0
148	0	CacheMisses	147
148	1	CacheHits	0
148	1	CacheMisses	116
148	2	CacheHits	0
148	2	CacheMisses	116
148	3	CacheHits	0
148	3	CacheMisses	118
148	4	CacheHits	0
148	4	CacheMisses	116
149	0	CacheHits	0
149	0	CacheMisses	146
149	1	CacheHits	0
149	1	CacheMisses	118
149	2	CacheHits	0
149	2	CacheMisses	118
149	3	CacheHits	0
149	3	CacheMisses	119
149	4	CacheHits	0
149	4	CacheMisses	118
150	0	CacheHits	0
150	0	CacheMisses	147
150	1	CacheHits	0
150	1	CacheMisses	110
150	2	CacheHits	0
150	2	CacheMisses	110
150	3	CacheHits	0
150	3	CacheMisses	107
150	4	CacheHits	0
150	4	CacheMisses	110
151	0	CacheHits	0
151	0	CacheMisses	146
151	1	CacheHits	0
151	1	CacheMisses	119
151	2	CacheHits	0
151	2	CacheMisses	119
151	3	CacheHits	0
151	3	CacheMisses	120
151	4	CacheHits	0
151	4	CacheMisses	119
152	0	CacheHits	0
152	0	CacheMisses	147
152	1	CacheHits	0
152	1	CacheMisses	107
152	2	CacheHits	0
152	2	CacheMisses	107
152	3	CacheHits	0
152	3	CacheMisses	106
152	4	CacheHits	0
152	4	CacheMisses	107
153	0	CacheHits	0
153	0	CacheMisses	146
153	1	CacheHits	0
153	1	CacheMisses	119
153	2	CacheHits	0
153	2	CacheMisses	119
153	3	CacheHits	0
153	3	CacheMisses	119
153	4	CacheHits	0
153	4	CacheMisses	119
154	0	CacheHits	0
154	0	CacheMisses	147
154	1	CacheHits	0
154	1	CacheMisses	117
154	2	CacheHits	0
154	2	CacheMisses	114
154	3	CacheHits	0
154	3	CacheMisses	119
154	4	CacheHits	0
154	4	CacheMisses	114
155	0	CacheHits	0
155	0	CacheMisses	146
155	1	CacheHits	0
155	1	CacheMisses	123
155	2	CacheHits	0
155	2	CacheMisses	126
155	3	CacheHits	0
155	3	CacheMisses	123
155	4	CacheHits	0
155	4	CacheMisses	126
156	0	CacheHits	0
156	0	CacheMisses	147
156	1	CacheHits	0
156	1	CacheMisses	97
156	2	CacheHits	0
156	2	CacheMisses	97
156	3	CacheHits	0
156	3	CacheMisses	95
156	4	CacheHits	0
156	4	CacheMisses	97
157	0	CacheHits	0
157	0	CacheMisses	146
157	1	CacheHits	0
157	1	CacheMisses	110
157	2	CacheHits	0
157	2	CacheMisses	110
157	3	CacheHits	0
157	3	CacheMisses	110
157	4	CacheHits	0
157	4	CacheMisses	110
158	0	CacheHits	0
158	0	CacheMisses	147
158	1	CacheHits	0
158	1	CacheMisses	105
158	2	CacheHits	0
158	2	CacheMisses	101
158	3	CacheHits	0
158	3	CacheMisses	105
158	4	CacheHits	0
158	4	CacheMisses	101
159	0	CacheHits	0
159	0	CacheMisses	146
159	1	CacheHits	0
159	1	CacheMisses	111
159	2	CacheHits	0
159	2	CacheMisses	114
159	3	CacheHits	0
159	3	CacheMisses	111
159	4	CacheHits	0
159	4	CacheMisses	114
160	0	CacheHits	0
160	0	CacheMisses	147
160	1	CacheHits	0
160	1	CacheMisses	112
160	2	CacheHits	0
160	2	CacheMisses	113
160	3	CacheHits	0
160	3	CacheMisses	112
160	4	CacheHits	0
160	4	CacheMisses	113
161	0	CacheHits	0
161	0	CacheMisses	146
161	1	CacheHits	0
161	1	CacheMisses	121
161	2	CacheHits	0
161	2	CacheMisses	121
161	3	CacheHits	0
161	3	CacheMisses	121
161	4	CacheHits	0
161	4	CacheMisses	121
162	0	CacheHits	0
162	0	CacheMisses	146
162	1	CacheHits	0
162	1	CacheMisses	126
162	2	CacheHits	0
162	2	CacheMisses	126
162	3	CacheHits	0
162	3	CacheMisses	127
162	4	CacheHits	0
162	4	CacheMisses	126
163	0	CacheHits	0
163	0	CacheMisses	147
163	1	CacheHits	0
163	1	CacheMisses	121
163	2	CacheHits	0
163	2	CacheMisses	117
163	3	CacheHits	0
163	3	CacheMisses	120
163	4	CacheHits	0
163	4	CacheMisses	117
164	0	CacheHits	0
164	0	CacheMisses	146
164	1	CacheHits	0
164	1	CacheMisses	108
164	2	CacheHits	0
164	2	CacheMisses	110
164	3	CacheHits	0
164	3	CacheMisses	108
164	4	CacheHits	0
164	4	CacheMisses	110
165	0	CacheHits	0
165	0	CacheMisses	147
165	1	CacheHits	0
165	1	CacheMisses	129
165	2	CacheHits	0
165	2	CacheMisses	131
165	3	CacheHits	0
165	3	CacheMisses	131
165	4	CacheHits	0
165	4	CacheMisses	131
166	0	CacheHits	0
166	0	CacheMisses	146
166	1	CacheHits	0
166	1	CacheMisses	124
166	2	CacheHits	0
166	2	CacheMisses	123
166	3	CacheHits	0
166	3	CacheMisses	122
166	4	CacheHits	0
166	4	CacheMisses	123
167	0	CacheHits	0
167	0	CacheMisses	147
167	1	CacheHits	0
167	1	CacheMisses	93
167	2	CacheHits	0
167	2	CacheMisses	94
167	3	CacheHits	0
167	3	CacheMisses	94
167	4	CacheHits	0
167	4	CacheMisses	94
168	0	CacheHits	0
168	0	CacheMisses	146
168	1	CacheHits	0
168	1	CacheMisses	100
168	2	CacheHits	0
168	2	CacheMisses	98
168	3	CacheHits	0
168	3	CacheMisses	102
168	4	CacheHits	0
168	4	CacheMisses	98
169	0	CacheHits	0
169	0	CacheMisses	147
169	1	CacheHits	0
169	1	CacheMisses	125
169	2	CacheHits	0
169	2	CacheMisses	127
169	3	CacheHits	0
169	3	CacheMisses	122
169	4	CacheHits	0
169	4	CacheMisses	127
170	0	CacheHits	0
170	0	CacheMisses	146
170	1	CacheHits	0
170	1	CacheMisses	89
170	2	CacheHits	0
170	2	CacheMisses	88
170	3	CacheHits	0
170	3	CacheMisses	89
170	4	CacheHits	0
170	4	CacheMisses	88
171	0	CacheHits	0
171	0	CacheMisses	147
171	1	CacheHits	0
171	1	CacheMisses	121
171	2	CacheHits	0
171	2	CacheMisses	122
171	3	CacheHits	0
171	3	CacheMisses	121
171	4	CacheHits	0
171	4	CacheMisses	122
172	0	CacheHits	0
172	0	CacheMisses	146
172	1	CacheHits	0
172	1	CacheMisses	112
172	2	CacheHits	0
172	2	CacheMisses	112
172	3	CacheHits	0
172	3	CacheMisses	112
172	4	CacheHits	0
172	4	CacheMisses	112
173	0	CacheHits	0
173	0	CacheMisses	147
173	1	CacheHits	0
173	1	CacheMisses	94
173	2	CacheHits	0
173	2	CacheMisses	94
173	3	CacheHits	0
173	3	CacheMisses	94
173	4	CacheHits	0
173	4	CacheMisses	94
174	0	CacheHits	0
174	0	CacheMisses	146
174	1	CacheHits	0
174	1	CacheMisses	116
174	2	CacheHits	0
174	2	CacheMisses	116
174	3	CacheHits	0
174	3	CacheMisses	116
174	4	CacheHits	0
174	4	CacheMisses	116
175	0	CacheHits	0
175	0	CacheMisses	147
175	1	CacheHits	0
175	1	CacheMisses	101
175	2	CacheHits	0
175	2	CacheMisses	101
175	3	CacheHits	0
175	3	CacheMisses	101
175	4	CacheHits	0
175	4	CacheMisses	101
176	0	CacheHits	0
176	0	CacheMisses	146
176	1	CacheHits	0
176	1	CacheMisses	113
176	2	CacheHits	0
176	2	CacheMisses	113
176	3	CacheHits	0
176	3	CacheMisses	113
176	4	CacheHits	0
176	4	CacheMisses	113
177	0	CacheHits	0
177	0	CacheMisses	147
177	1	CacheHits	0
177	1	CacheMisses	105
177	2	CacheHits	0
177	2	CacheMisses	105
177	3	CacheHits	0
177	3	CacheMisses	105
177	4	CacheHits	0
177	4	CacheMisses	105
178	0	CacheHits	0
178	0	CacheMisses	146
178	1	CacheHits	0
178	1	CacheMisses	105
178	2	CacheHits	0
178	2	CacheMisses	105
178	3	CacheHits	0
178	3	CacheMisses	106
178	4	CacheHits	0
178	4	CacheMisses	105
179	0	CacheHits	0
179	0	CacheMisses	147
179	1	CacheHits	0
179	1	CacheMisses	133
179	2	CacheHits	0
179	2	CacheMisses	133
179	3	CacheHits	0
179	3	CacheMisses	136
179	4	CacheHits	0
179	4	CacheMisses	133
180	0	CacheHits	0
180	0	CacheMisses	146
180	1	CacheHits	0
180	1	CacheMisses	119
180	2	CacheHits	0
180	2	CacheMisses	119
180	3	CacheHits	0
180	3	CacheMisses	116
180	4	CacheHits	0
180	4	CacheMisses	119
181	0	CacheHits	0
181	0	CacheMisses	147
181	1	CacheHits	0
181	1	CacheMisses	107
181	2	CacheHits	0
181	2	CacheMisses	107
181	3	CacheHits	0
181	3	CacheMisses	108
181	4	CacheHits	0
181	4	CacheMisses	107
182	0	CacheHits	0
182	0	CacheMisses	146
182	1	CacheHits	0
182	1	CacheMisses	118
182	2	CacheHits	0
182	2	CacheMisses	118
182	3	CacheHits	0
182	3	CacheMisses	118
182	4	CacheHits	0
182	4	CacheMisses	118
183	0	CacheHits	0
183	0	CacheMisses	147
183	1	CacheHits	0
183	1	CacheMisses	100
183	2	CacheHits	0
183	2	CacheMisses	100
183	3	CacheHits	0
183	3	CacheMisses	98
183	4	CacheHits	0
183	4	CacheMisses	100
184	0	CacheHits	0
184	0	CacheMisses	146
184	1	CacheHits	0
184	1	CacheMisses	127
184	2	CacheHits	0
184	2	CacheMisses	127
184	3	CacheHits	0
184	3	CacheMisses	127
184	4	CacheHits	0
184	4	CacheMisses	127
185	0	CacheHits	0
185	0	CacheMisses	147
185	1	CacheHits	0
185	1	CacheMisses	125
185	2	CacheHits	0
185	2	CacheMisses	125
185	3	CacheHits	0
185	3	CacheMisses	127
185	4	CacheHits	0
185	4	CacheMisses	125
186	0	CacheHits	0
186	0	CacheMisses	146
186	1	CacheHits	0
186	1	CacheMisses	115
186	2	CacheHits	0
186	2	CacheMisses	112
186	3	CacheHits	0
186	3	CacheMisses	113
186	4	CacheHits	0
186	4	CacheMisses	112
187	0	CacheHits	0
187	0	CacheMisses	147
187	1	CacheHits	0
187	1	CacheMisses	119
187	2	CacheHits	0
187	2	CacheMisses	119
187	3	CacheHits	0
187	3	CacheMisses	119
187	4	CacheHits	0
187	4	CacheMisses	119
188	0	CacheHits	0
188	0	CacheMisses	146
188	1	CacheHits	0
188	1	CacheMisses	103
188	2	CacheHits	0
188	2	CacheMisses	106
188	3	CacheHits	0
188	3	CacheMisses	103
188	4	CacheHits	0
188	4	CacheMisses	106
189	0	CacheHits	0
189	0	CacheMisses	147
189	1	CacheHits	0
189	1	CacheMisses	114
189	2	CacheHits	0
189	2	CacheMisses	114
189	3	CacheHits	0
189	3	CacheMisses	114
189	4	CacheHits	0
189	4	CacheMisses	114
190	0	CacheHits	0
190	0	CacheMisses	146
190	1	CacheHits	0
190	1	CacheMisses	118
190	2	CacheHits	0
190	2	CacheMisses	116
190	3	CacheHits	0
190	3	CacheMisses	118
190	4	CacheHits	0
190	4	CacheMisses	116
191	0	CacheHits	0
191	0	CacheMisses	147
191	1	CacheHits	0
191	1	CacheMisses	122
191	2	CacheHits	0
191	2	CacheMisses	124
191	3	CacheHits	0
191	3	CacheMisses	122
191	4	CacheHits	0
191	4	CacheMisses	124
192	0	CacheHits	0
192	0	CacheMisses	146
192	1	CacheHits	0
192	1	CacheMisses	103
192	2	CacheHits	0
192	2	CacheMisses	101
192	3	CacheHits	0
192	3	CacheMisses	103
192	4	CacheHits	0
192	4	CacheMisses	101
193	0	CacheHits	0
193	0	CacheMisses	147
193	1	CacheHits	0
193	1	CacheMisses	109
193	2	CacheHits	0
193	2	CacheMisses	111
193	3	CacheHits	0
193	3	CacheMisses	109
193	4	CacheHits	0
193	4	CacheMisses	111
194	0	CacheHits	0
194	0	CacheMisses	146
194	1	CacheHits	0
194	1	CacheMisses	133
194	2	CacheHits	0
194	2	CacheMisses	133
194	3	CacheHits	0
194	3	CacheMisses	133
194	4	CacheHits	0
194	4	CacheMisses	133
195	0	CacheHits	0
195	0	CacheMisses	146
195	1	CacheHits	0
195	1	CacheMisses	112
195	2	CacheHits	0
195	2	CacheMisses	112
195	3	CacheHits	0
195	3	CacheMisses	112
195	4	CacheHits	0
195	4	CacheMisses	112
196	0	CacheHits	0
196	0	CacheMisses	147
196	1	CacheHits	0
196	1	CacheMisses	106
196	2	CacheHits	0
196	2	CacheMisses	106
196	3	CacheHits	0
196	3	CacheMisses	109
196	4	CacheHits	0
196	4	CacheMisses	106
197	0	CacheHits	0
197	0	CacheMisses	146
197	1	CacheHits	0
197	1	CacheMisses	112
197	2	CacheHits	0
197	2	CacheMisses	111
197	3	CacheHits	0
197	3	CacheMisses	109
197	4	CacheHits	0
197	4	CacheMisses	111
198	0	CacheHits	0
198	0	CacheMisses	147
198	1	CacheHits	0
198	1	CacheMisses	101
198	2	CacheHits	0
198	2	CacheMisses	102
198	3	CacheHits	0
198	3	CacheMisses	104
198	4	CacheHits	0
198	4	CacheMisses	102
199	0	CacheHits	0
199	0	CacheMisses	146
199	1	CacheHits	0
199	1	CacheMisses	108
199	2	CacheHits	0
199	2	CacheMisses	107
199	3	CacheHits	0
199	3	CacheMisses	105
199	4	CacheHits	0
199	4	CacheMisses	107
200	0	CacheHits	0
200	0	CacheMisses	147
200	1	CacheHits	0
200	1	CacheMisses	96
200	2	CacheHits	0
200	2	CacheMisses	96
200	3	CacheHits	0
200	3	CacheMisses	97
200	4	CacheHits	0
200	4	CacheMisses	96
201	0	CacheHits	0
201	0	CacheMisses	146
201	1	CacheHits	0
201	1	CacheMisses	121
201	2	CacheHits	0
201	2	CacheMisses	122
201	3	CacheHits	0
201	3	CacheMisses	121
201	4	CacheHits	0
201	4	CacheMisses	122
202	0	CacheHits	0
202	0	CacheMisses	147
202	1	CacheHits	0
202	1	CacheMisses	124
202	2	CacheHits	0
202	2	CacheMisses	124
202	3	CacheHits	0
202	3	CacheMisses	124
202	4	CacheHits	0
202	4	CacheMisses	124
203	0	CacheHits	0
203	0	CacheMisses	146
203	1	CacheHits	0
203	1	CacheMisses	121
203	2	CacheHits	0
203	2	CacheMisses	119
203	3	CacheHits	0
203	3	CacheMisses	121
203	4	CacheHits	0
203	4	CacheMisses	119
204	0	CacheHits	0
204	0	CacheMisses	147
204	1	CacheHits	0
204	1	CacheMisses	96
204	2	CacheHits	0
204	2	CacheMisses	98
204	3	CacheHits	0
204	3	CacheMisses	95
204	4	CacheHits	0
204	4	CacheMisses	98
205	0	CacheHits	0
205	0	CacheMisses	146
205	1	CacheHits	0
205	1	CacheMisses	113
205	2	CacheHits	0
205	2	CacheMisses	113
205	3	CacheHits	0
205	3	CacheMisses	113
205	4	CacheHits	0
205	4	CacheMisses	113
206	0	CacheHits	0
206	0	CacheMisses	147
206	1	CacheHits	0
206	1	CacheMisses	110
206	2	CacheHits	0
206	2	CacheMisses	110
206	3	CacheHits	0
206	3	CacheMisses	111
206	4	CacheHits	0
206	4	CacheMisses	110
207	0	CacheHits	0
207	0	CacheMisses	146
207	1	CacheHits	0
207	1	CacheMisses	96
207	2	CacheHits	0
207	2	CacheMisses	96
207	3	CacheHits	0
207	3	CacheMisses	95
207	4	CacheHits	0
207	4	CacheMisses	96
208	0	CacheHits	0
208	0	CacheMisses	147
208	1	CacheHits	0
208	1	CacheMisses	58
208	2	CacheHits	0
208	2	CacheMisses	57
208	3	CacheHits	0
208	3	CacheMisses	58
208	4	CacheHits	0
208	4	CacheMisses	57
209	0	CacheHits	0
209	0	CacheMisses	146
209	1	CacheHits	0
209	1	CacheMisses	114
209	2	CacheHits	0
209	2	CacheMisses	115
209	3	CacheHits	0
209	3	CacheMisses	114
209	4	CacheHits	0
209	4	CacheMisses	115
210	0	CacheHits	0
210	0	CacheMisses	147
210	1	CacheHits	0
210	1	CacheMisses	117
210	2	CacheHits	0
210	2	CacheMisses	115
210	3	CacheHits	0
210	3	CacheMisses	120
210	4	CacheHits	0
210	4	CacheMisses	115
211	0	CacheHits	0
211	0	CacheMisses	146
211	1	CacheHits	0
211	1	CacheMisses	107
211	2	CacheHits	0
211	2	CacheMisses	109
211	3	CacheHits	0
211	3	CacheMisses	104
211	4	CacheHits	0
211	4	CacheMisses	109
212	0	CacheHits	0
212	0	CacheMisses	147
212	1	CacheHits	0
212	1	CacheMisses	115
212	2	CacheHits	0
212	2	CacheMisses	114
212	3	CacheHits	0
212	3	CacheMisses	115
212	4	CacheHits	0
212	4	CacheMisses	114
213	0	CacheHits	0
213	0	CacheMisses	146
213	1	CacheHits	0
213	1	CacheMisses	109
213	2	CacheHits	0
213	2	CacheMisses	110
213	3	CacheHits	0
213	3	CacheMisses	110
213	4	CacheHits	0
213	4	CacheMisses	110
214	0	CacheHits	0
214	0	CacheMisses	147
214	1	CacheHits	0
214	1	CacheMisses	89
214	2	CacheHits	0
214	2	CacheMisses	89
214	3	CacheHits	0
214	3	CacheMisses	89
214	4	CacheHits	0
214	4	CacheMisses	89
215	0	CacheHits	0
215	0	CacheMisses	146
215	1	CacheHits	0
215	1	CacheMisses	130
215	2	CacheHits	0
215	2	CacheMisses	130
215	3	CacheHits	0
215	3	CacheMisses	132
215	4	CacheHits	0
215	4	CacheMisses	130
216	0	CacheHits	0
216	0	CacheMisses	147
216	1	CacheHits	0
216	1	CacheMisses	113
216	2	CacheHits	0
216	2	CacheMisses	112
216	3	CacheHits	0
216	3	CacheMisses	110
216	4	CacheHits	0
216	4	CacheMisses	112
217	0	CacheHits	0
217	0	CacheMisses	146
217	1	CacheHits	0
217	1	CacheMisses	121
217	2	CacheHits	0
217	2	CacheMisses	122
217	3	CacheHits	0
217	3	CacheMisses	121
217	4	CacheHits	0
217	4	CacheMisses	122
218	0	CacheHits	0
218	0	CacheMisses	147
218	1	CacheHits	0
218	1	CacheMisses	99
218	2	CacheHits	0
218	2	CacheMisses	99
218	3	CacheHits	0
218	3	CacheMisses	101
218	4	CacheHits	0
218	4	CacheMisses	99
219	0	CacheHits	0
219	0	CacheMisses	146
219	1	CacheHits	0
219	1	CacheMisses	128
219	2	CacheHits	0
219	2	CacheMisses	126
219	3	CacheHits	0
219	3	CacheMisses	126
219	4	CacheHits	0
219	4	CacheMisses	126
220	0	CacheHits	0
220	0	CacheMisses	147
220	1	CacheHits	0
220	1	CacheMisses	100
220	2	CacheHits	0
220	2	CacheMisses	102
220	3	CacheHits	0
220	3	CacheMisses	100
220	4	CacheHits	0
220	4	CacheMisses	102
221	0	CacheHits	0
221	0	CacheMisses	146
221	1	CacheHits	0
221	1	CacheMisses	110
221	2	CacheHits	0
221	2	CacheMisses	109
221	3	CacheHits	0
221	3	CacheMisses	110
221	4	CacheHits	0
221	4	CacheMisses	109
222	0	CacheHits	0
222	0	CacheMisses	147
222	1	CacheHits	0
222	1	CacheMisses	95
222	2	CacheHits	0
222	2	CacheMisses	96
222	3	CacheHits	0
222	3	CacheMisses	95
222	4	CacheHits	0
222	4	CacheMisses	96
223	0	CacheHits	0
223	0	CacheMisses	146
223	1	CacheHits	0
223	1	CacheMisses	101
223	2	CacheHits	0
223	2	CacheMisses	101
223	3	CacheHits	0
223	3	CacheMisses	101
223	4	CacheHits	0
223	4	CacheMisses	101
224	0	CacheHits	0
