Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
1.25009	0	1	18	LastDelay	0.127208	127208	1	6
1.25009	0	1	18	FullDelay	0.127208	127208	1	6
1.26778	0	1	19	LastDelay	0.138075	138075	1	6
1.26778	0	1	19	FullDelay	0.138075	138075	1	6
1.27993	0	1	20	LastDelay	0.143397	143397	1	6
1.27993	0	1	20	FullDelay	0.143397	143397	1	6
1.29108	0	1	21	LastDelay	0.147722	147722	1	6
1.29108	0	1	21	FullDelay	0.147722	147722	1	6
1.30104	0	1	22	LastDelay	0.150852	150852	1	6
1.30104	0	1	22	FullDelay	0.150852	150852	1	6
1.31012	0	1	23	LastDelay	0.153103	153103	1	6
1.31012	0	1	23	FullDelay	0.153103	153103	1	6
1.33132	0	1	25	LastDelay	0.160657	160657	1	6
1.33132	0	1	25	FullDelay	0.160657	160657	1	6
1.3411	0	1	26	LastDelay	0.163607	163607	1	6
1.3411	0	1	26	FullDelay	0.163607	163607	1	6
1.35283	0	1	27	LastDelay	0.168514	168514	1	6
1.35283	0	1	27	FullDelay	0.168514	168514	1	6
1.36778	0	1	28	LastDelay	0.176638	176638	1	6
1.36778	0	1	28	FullDelay	0.176638	176638	1	6
1.37866	0	1	29	LastDelay	0.180686	180686	1	6
1.37866	0	1	29	FullDelay	0.180686	180686	1	6
1.38953	0	1	30	LastDelay	0.184734	184734	1	6
1.38953	0	1	30	FullDelay	0.184734	184734	1	6
1.40011	0	1	31	LastDelay	0.188487	188487	1	6
1.40011	0	1	31	FullDelay	0.188487	188487	1	6
1.40917	0	1	32	LastDelay	0.190719	190719	1	6
1.40917	0	1	32	FullDelay	0.190719	190719	1	6
1.41931	0	1	33	LastDelay	0.194028	194028	1	6
1.41931	0	1	33	FullDelay	0.194028	194028	1	6
1.43026	0	1	34	LastDelay	0.198156	198156	1	6
1.43026	0	1	34	FullDelay	0.198156	198156	1	6
1.44204	0	1	35	LastDelay	0.203105	203105	1	6
1.44204	0	1	35	FullDelay	0.203105	203105	1	6
1.45213	0	1	36	LastDelay	0.206374	206374	1	6
1.45213	0	1	36	FullDelay	0.206374	206374	1	6
1.46123	0	1	37	LastDelay	0.208646	208646	1	6
1.46123	0	1	37	FullDelay	0.208646	208646	1	6
1.47505	0	1	38	LastDelay	0.215638	215638	1	6
1.47505	0	1	38	FullDelay	0.215638	215638	1	6
1.48413	0	1	39	LastDelay	0.217889	217889	1	6
1.48413	0	1	39	FullDelay	0.217889	217889	1	6
1.49598	0	1	40	LastDelay	0.222915	222915	1	6
1.49598	0	1	40	FullDelay	0.222915	222915	1	6
1.50508	0	1	41	LastDelay	0.225186	225186	1	6
1.50508	0	1	41	FullDelay	0.225186	225186	1	6
1.51674	0	1	42	LastDelay	0.230016	230016	1	6
1.51674	0	1	42	FullDelay	0.230016	230016	1	6
1.53262	0	1	43	LastDelay	0.239069	239069	1	6
1.53262	0	1	43	FullDelay	0.239069	239069	1	6
1.55698	0	1	45	LastDelay	0.249778	249778	1	6
1.55698	0	1	45	FullDelay	0.249778	249778	1	6
1.56614	0	1	46	LastDelay	0.25211	252110	1	6
1.56614	0	1	46	FullDelay	0.25211	252110	1	6
1.58516	0	1	47	LastDelay	0.264312	264312	1	6
1.58516	0	1	47	FullDelay	0.264312	264312	1	6
1.61073	0	1	49	LastDelay	0.276225	276225	1	6
1.61073	0	1	49	FullDelay	0.276225	276225	1	6
1.61983	0	1	50	LastDelay	0.278496	278496	1	6
1.61983	0	1	50	FullDelay	0.278496	278496	1	6
1.65699	0	1	53	LastDelay	0.295181	295181	1	6
1.65699	0	1	53	FullDelay	0.295181	295181	1	6
1.66645	0	1	54	LastDelay	0.297809	297809	1	6
1.66645	0	1	54	FullDelay	0.297809	297809	1	6
1.67768	0	1	55	LastDelay	0.302214	302214	1	6
1.67768	0	1	55	FullDelay	0.302214	302214	1	6
1.69872	0	1	57	LastDelay	0.309602	309602	1	6
1.69872	0	1	57	FullDelay	0.309602	309602	1	6
1.71788	0	1	58	LastDelay	0.321934	321934	1	6
1.71788	0	1	58	FullDelay	0.321934	321934	1	6
1.72984	0	1	59	LastDelay	0.327064	327064	1	6
1.72984	0	1	59	FullDelay	0.327064	327064	1	6
1.73894	0	1	60	LastDelay	0.329335	329335	1	6
1.73894	0	1	60	FullDelay	0.329335	329335	1	6
1.75077	0	1	61	LastDelay	0.334346	334346	1	6
1.75077	0	1	61	FullDelay	0.334346	334346	1	6
1.75985	0	1	62	LastDelay	0.336597	336597	1	6
1.75985	0	1	62	FullDelay	0.336597	336597	1	6
1.76923	0	1	63	LastDelay	0.339153	339153	1	6
1.76923	0	1	63	FullDelay	0.339153	339153	1	6
1.77953	0	1	64	LastDelay	0.342627	342627	1	6
1.77953	0	1	64	FullDelay	0.342627	342627	1	6
1.78975	0	1	65	LastDelay	0.346021	346021	1	6
1.78975	0	1	65	FullDelay	0.346021	346021	1	6
1.79901	0	1	66	LastDelay	0.348453	348453	1	6
1.79901	0	1	66	FullDelay	0.348453	348453	1	6
1.81759	0	1	67	LastDelay	0.360207	360207	1	6
1.81759	0	1	67	FullDelay	0.360207	360207	1	6
1.82989	0	1	68	LastDelay	0.365682	365682	1	6
1.82989	0	1	68	FullDelay	0.365682	365682	1	6
1.84376	0	1	69	LastDelay	0.372716	372716	1	6
1.84376	0	1	69	FullDelay	0.372716	372716	1	6
1.85596	0	1	70	LastDelay	0.378092	378092	1	6
1.85596	0	1	70	FullDelay	0.378092	378092	1	6
1.86903	0	1	71	LastDelay	0.384336	384336	1	6
1.86903	0	1	71	FullDelay	0.384336	384336	1	6
1.88204	0	1	24	LastDelay	0.376863	376863	1	2
1.88204	0	1	24	FullDelay	0.718197	718197	2	2
1.89393	0	1	72	LastDelay	0.402406	402406	1	6
1.89393	0	1	72	FullDelay	0.402406	402406	1	6
1.92455	0	1	74	LastDelay	0.412548	412548	1	6
1.92455	0	1	74	FullDelay	0.412548	412548	1	6
1.93412	0	1	75	LastDelay	0.415292	415292	1	6
1.93412	0	1	75	FullDelay	0.415292	415292	1	6
1.94324	0	1	76	LastDelay	0.417583	417583	1	6
1.94324	0	1	76	FullDelay	0.417583	417583	1	6
1.95317	0	1	77	LastDelay	0.420693	420693	1	6
1.95317	0	1	77	FullDelay	0.420693	420693	1	6
1.9642	0	1	78	LastDelay	0.424897	424897	1	6
1.9642	0	1	78	FullDelay	0.424897	424897	1	6
1.97456	0	1	79	LastDelay	0.428424	428424	1	6
1.97456	0	1	79	FullDelay	0.428424	428424	1	6
1.99401	0	1	81	LastDelay	0.434225	434225	1	6
1.99401	0	1	81	FullDelay	0.434225	434225	1	6
2.00487	0	1	82	LastDelay	0.438253	438253	1	6
2.00487	0	1	82	FullDelay	0.438253	438253	1	6
2.01734	0	1	83	LastDelay	0.443899	443899	1	6
2.01734	0	1	83	FullDelay	0.443899	443899	1	6
2.03853	0	1	85	LastDelay	0.451438	451438	1	6
2.03853	0	1	85	FullDelay	0.451438	451438	1	6
2.05572	0	1	86	LastDelay	0.461805	461805	1	6
2.05572	0	1	86	FullDelay	0.461805	461805	1	6
2.0657	0	1	87	LastDelay	0.464955	464955	1	6
2.0657	0	1	87	FullDelay	0.464955	464955	1	6
2.07583	0	1	88	LastDelay	0.468252	468252	1	6
2.07583	0	1	88	FullDelay	0.468252	468252	1	6
2.08492	0	1	89	LastDelay	0.470524	470524	1	6
2.08492	0	1	89	FullDelay	0.470524	470524	1	6
2.09599	0	1	90	LastDelay	0.47476	474760	1	6
2.09599	0	1	90	FullDelay	0.47476	474760	1	6
2.11782	0	1	92	LastDelay	0.482936	482936	1	6
2.11782	0	1	92	FullDelay	0.482936	482936	1	6
2.12941	0	1	93	LastDelay	0.487708	487708	1	6
2.12941	0	1	93	FullDelay	0.487708	487708	1	6
2.13941	0	1	94	LastDelay	0.490878	490878	1	6
2.13941	0	1	94	FullDelay	0.490878	490878	1	6
2.14964	0	1	95	LastDelay	0.494277	494277	1	6
2.14964	0	1	95	FullDelay	0.494277	494277	1	6
2.16558	0	1	96	LastDelay	0.503392	503392	1	6
2.16558	0	1	96	FullDelay	0.503392	503392	1	6
2.17739	0	1	97	LastDelay	0.508381	508381	1	6
2.17739	0	1	97	FullDelay	0.508381	508381	1	6
2.18683	0	1	98	LastDelay	0.510992	510992	1	6
2.18683	0	1	98	FullDelay	0.510992	510992	1	6
2.19723	0	1	99	LastDelay	0.514563	514563	1	6
2.19723	0	1	99	FullDelay	0.514563	514563	1	6
2.20767	0	1	100	LastDelay	0.518173	518173	1	6
2.20767	0	1	100	FullDelay	0.518173	518173	1	6
2.22026	0	1	101	LastDelay	0.523938	523938	1	6
2.22026	0	1	101	FullDelay	0.523938	523938	1	6
2.23259	0	1	102	LastDelay	0.529444	529444	1	6
2.23259	0	1	102	FullDelay	0.529444	529444	1	6
2.24169	0	1	103	LastDelay	0.531715	531715	1	6
2.24169	0	1	103	FullDelay	0.531715	531715	1	6
2.2702	0	1	106	LastDelay	0.539748	539748	1	6
2.2702	0	1	106	FullDelay	0.539748	539748	1	6
2.28405	0	1	107	LastDelay	0.546772	546772	1	6
2.28405	0	1	107	FullDelay	0.546772	546772	1	6
2.29499	0	1	108	LastDelay	0.55088	550880	1	6
2.29499	0	1	108	FullDelay	0.55088	550880	1	6
2.30704	0	1	109	LastDelay	0.556108	556108	1	6
2.30704	0	1	109	FullDelay	0.556108	556108	1	6
2.32099	0	1	110	LastDelay	0.563231	563231	1	6
2.32099	0	1	110	FullDelay	0.563231	563231	1	6
2.33217	0	1	111	LastDelay	0.567587	567587	1	6
2.33217	0	1	111	FullDelay	0.567587	567587	1	6
2.34125	0	1	112	LastDelay	0.569839	569839	1	6
2.34125	0	1	112	FullDelay	0.569839	569839	1	6
2.35671	0	1	113	LastDelay	0.578474	578474	1	6
2.35671	0	1	113	FullDelay	0.578474	578474	1	6
2.36663	0	1	114	LastDelay	0.581564	581564	1	6
2.36663	0	1	114	FullDelay	0.581564	581564	1	6
2.38814	0	1	44	LastDelay	0.582591	582591	1	2
2.38814	0	1	44	FullDelay	1.08776	1.08776e+06	2	2
2.40438	0	1	116	LastDelay	0.605655	605655	1	6
2.40438	0	1	116	FullDelay	0.605655	605655	1	6
2.41525	0	1	117	LastDelay	0.602877	602877	1	6
2.41525	0	1	117	FullDelay	0.602877	602877	1	6
2.42614	0	1	118	LastDelay	0.606945	606945	1	6
2.42614	0	1	118	FullDelay	0.606945	606945	1	6
2.43532	0	1	119	LastDelay	0.609296	609296	1	6
2.43532	0	1	119	FullDelay	0.609296	609296	1	6
2.44468	0	1	120	LastDelay	0.611827	611827	1	6
2.44468	0	1	120	FullDelay	0.611827	611827	1	6
2.4548	0	1	121	LastDelay	0.615117	615117	1	6
2.4548	0	1	121	FullDelay	0.615117	615117	1	6
2.46489	0	1	122	LastDelay	0.618387	618387	1	6
2.46489	0	1	122	FullDelay	0.618387	618387	1	6
2.48854	0	1	123	LastDelay	0.628379	628379	1	6
2.48854	0	1	123	FullDelay	0.628379	628379	1	6
2.49855	0	1	124	LastDelay	0.631568	631568	1	6
2.49855	0	1	124	FullDelay	0.631568	631568	1	6
2.50793	0	1	125	LastDelay	0.63412	634120	1	6
2.50793	0	1	125	FullDelay	0.63412	634120	1	6
2.51947	0	1	126	LastDelay	0.638827	638827	1	6
2.51947	0	1	126	FullDelay	0.638827	638827	1	6
2.53068	0	1	51	LastDelay	0.629562	629562	1	2
2.53068	0	1	51	FullDelay	1.18252	1.18252e+06	2	2
2.55403	0	1	127	LastDelay	0.666563	666563	1	6
2.55403	0	1	127	FullDelay	0.666563	666563	1	6
2.56431	0	1	128	LastDelay	0.670013	670013	1	6
2.56431	0	1	128	FullDelay	0.670013	670013	1	6
2.575	0	1	129	LastDelay	0.66023	660230	1	6
2.575	0	1	129	FullDelay	0.66023	660230	1	6
2.589	0	1	130	LastDelay	0.667401	667401	1	6
2.589	0	1	130	FullDelay	0.667401	667401	1	6
2.59837	0	1	131	LastDelay	0.66994	669940	1	6
2.59837	0	1	131	FullDelay	0.66994	669940	1	6
2.61063	0	1	132	LastDelay	0.675375	675375	1	6
2.61063	0	1	132	FullDelay	0.675375	675375	1	6
2.62092	0	1	133	LastDelay	0.678845	678845	1	6
2.62092	0	1	133	FullDelay	0.678845	678845	1	6
2.63124	0	1	134	LastDelay	0.682335	682335	1	6
2.63124	0	1	134	FullDelay	0.682335	682335	1	6
2.6403	0	1	135	LastDelay	0.684566	684566	1	6
2.6403	0	1	135	FullDelay	0.684566	684566	1	6
2.65273	0	1	136	LastDelay	0.690172	690172	1	6
2.65273	0	1	136	FullDelay	0.690172	690172	1	6
2.66465	0	1	137	LastDelay	0.695259	695259	1	6
2.66465	0	1	137	FullDelay	0.695259	695259	1	6
2.67374	0	1	138	LastDelay	0.697531	697531	1	6
2.67374	0	1	138	FullDelay	0.697531	697531	1	6
2.68394	0	1	139	LastDelay	0.700901	700901	1	6
2.68394	0	1	139	FullDelay	0.700901	700901	1	6
2.69617	0	1	56	LastDelay	0.692653	692653	1	2
2.69617	0	1	56	FullDelay	1.31388	1.31388e+06	2	2
2.70709	0	1	140	LastDelay	0.717221	717221	1	6
2.70709	0	1	140	FullDelay	0.717221	717221	1	6
2.71639	0	1	141	LastDelay	0.719693	719693	1	6
2.71639	0	1	141	FullDelay	0.719693	719693	1	6
2.73255	0	1	142	LastDelay	0.722203	722203	1	6
2.73255	0	1	142	FullDelay	0.722203	722203	1	6
2.74163	0	1	143	LastDelay	0.724454	724454	1	6
2.74163	0	1	143	FullDelay	0.724454	724454	1	6
2.75099	0	1	144	LastDelay	0.726994	726994	1	6
2.75099	0	1	144	FullDelay	0.726994	726994	1	6
2.76139	0	1	145	LastDelay	0.73056	730560	1	6
2.76139	0	1	145	FullDelay	0.73056	730560	1	6
2.77405	0	1	146	LastDelay	0.736393	736393	1	6
2.77405	0	1	146	FullDelay	0.736393	736393	1	6
2.78414	0	1	147	LastDelay	0.739663	739663	1	6
2.78414	0	1	147	FullDelay	0.739663	739663	1	6
2.7947	0	1	148	LastDelay	0.743398	743398	1	6
2.7947	0	1	148	FullDelay	0.743398	743398	1	6
2.80388	0	1	149	LastDelay	0.745749	745749	1	6
2.80388	0	1	149	FullDelay	0.745749	745749	1	6
2.8179	0	1	150	LastDelay	0.752937	752937	1	6
2.8179	0	1	150	FullDelay	0.752937	752937	1	6
2.82713	0	1	151	LastDelay	0.755348	755348	1	6
2.82713	0	1	151	FullDelay	0.755348	755348	1	6
2.84466	0	1	152	LastDelay	0.766043	766043	1	6
2.84466	0	1	152	FullDelay	0.766043	766043	1	6
2.85427	0	1	153	LastDelay	0.768835	768835	1	6
2.85427	0	1	153	FullDelay	0.768835	768835	1	6
2.86367	0	1	154	LastDelay	0.771407	771407	1	6
2.86367	0	1	154	FullDelay	0.771407	771407	1	6
2.88454	0	1	156	LastDelay	0.778625	778625	1	6
2.88454	0	1	156	FullDelay	0.778625	778625	1	6
2.90709	0	1	158	LastDelay	0.787513	787513	1	6
2.90709	0	1	158	FullDelay	0.787513	787513	1	6
2.91672	0	1	159	LastDelay	0.790317	790317	1	6
2.91672	0	1	159	FullDelay	0.790317	790317	1	6
2.92956	0	1	160	LastDelay	0.796338	796338	1	6
2.92956	0	1	160	FullDelay	0.796338	796338	1	6
2.94081	0	1	73	LastDelay	0.787105	787105	1	2
2.94081	0	1	73	FullDelay	1.44246	1.44246e+06	2	2
2.94995	0	1	161	LastDelay	0.809896	809896	1	6
2.94995	0	1	161	FullDelay	0.809896	809896	1	6
2.95903	0	1	162	LastDelay	0.812147	812147	1	6
2.95903	0	1	162	FullDelay	0.812147	812147	1	6
2.97379	0	1	163	LastDelay	0.813254	813254	1	6
2.97379	0	1	163	FullDelay	0.813254	813254	1	6
2.98316	0	1	164	LastDelay	0.815802	815802	1	6
2.98316	0	1	164	FullDelay	0.815802	815802	1	6
2.99945	0	1	165	LastDelay	0.825262	825262	1	6
2.99945	0	1	165	FullDelay	0.825262	825262	1	6
3.00985	0	1	166	LastDelay	0.828832	828832	1	6
3.00985	0	1	166	FullDelay	0.828832	828832	1	6
3.01996	0	1	80	LastDelay	0.818468	818468	1	2
3.01996	0	1	80	FullDelay	1.467	1.467e+06	2	2
3.02994	0	1	167	LastDelay	0.842098	842098	1	6
3.02994	0	1	167	FullDelay	0.842098	842098	1	6
3.0391	0	1	168	LastDelay	0.84443	844430	1	6
3.0391	0	1	168	FullDelay	0.84443	844430	1	6
3.05464	0	1	169	LastDelay	0.846322	846322	1	6
3.05464	0	1	169	FullDelay	0.846322	846322	1	6
3.06637	0	1	170	LastDelay	0.851219	851219	1	6
3.06637	0	1	170	FullDelay	0.851219	851219	1	6
3.07937	0	1	171	LastDelay	0.857401	857401	1	6
3.07937	0	1	171	FullDelay	0.857401	857401	1	6
3.09076	0	1	172	LastDelay	0.861965	861965	1	6
3.09076	0	1	172	FullDelay	0.861965	861965	1	6
3.10439	0	1	173	LastDelay	0.868768	868768	1	6
3.10439	0	1	173	FullDelay	0.868768	868768	1	6
3.11351	0	1	174	LastDelay	0.871059	871059	1	6
3.11351	0	1	174	FullDelay	0.871059	871059	1	6
3.12654	0	1	84	LastDelay	0.870433	870433	1	2
3.12654	0	1	84	FullDelay	1.54627	1.54627e+06	2	2
3.13572	0	1	175	LastDelay	0.886438	886438	1	6
3.13572	0	1	175	FullDelay	0.886438	886438	1	6
3.14785	0	1	176	LastDelay	0.884917	884917	1	6
3.14785	0	1	176	FullDelay	0.884917	884917	1	6
3.15691	0	1	177	LastDelay	0.887148	887148	1	6
3.15691	0	1	177	FullDelay	0.887148	887148	1	6
3.17486	0	1	178	LastDelay	0.898278	898278	1	6
3.17486	0	1	178	FullDelay	0.898278	898278	1	6
3.1848	0	1	179	LastDelay	0.901388	901388	1	6
3.1848	0	1	179	FullDelay	0.901388	901388	1	6
3.19584	0	1	180	LastDelay	0.905596	905596	1	6
3.19584	0	1	180	FullDelay	0.905596	905596	1	6
3.21593	0	1	182	LastDelay	0.912036	912036	1	6
3.21593	0	1	182	FullDelay	0.912036	912036	1	6
3.22505	0	1	183	LastDelay	0.914327	914327	1	6
3.22505	0	1	183	FullDelay	0.914327	914327	1	6
3.23704	0	1	184	LastDelay	0.919493	919493	1	6
3.23704	0	1	184	FullDelay	0.919493	919493	1	6
3.24847	0	1	185	LastDelay	0.924097	924097	1	6
3.24847	0	1	185	FullDelay	0.924097	924097	1	6
3.25841	0	1	186	LastDelay	0.927206	927206	1	6
3.25841	0	1	186	FullDelay	0.927206	927206	1	6
3.2675	0	1	187	LastDelay	0.929478	929478	1	6
3.2675	0	1	187	FullDelay	0.929478	929478	1	6
3.27734	0	1	188	LastDelay	0.932488	932488	1	6
3.27734	0	1	188	FullDelay	0.932488	932488	1	6
3.28935	0	1	91	LastDelay	0.937674	937674	1	2
3.28935	0	1	91	FullDelay	1.6613	1.6613e+06	2	2
3.30404	0	1	189	LastDelay	0.945536	945536	1	6
3.30404	0	1	189	FullDelay	0.945536	945536	1	6
3.31314	0	1	190	LastDelay	0.947808	947808	1	6
3.31314	0	1	190	FullDelay	0.947808	947808	1	6
3.32248	0	1	191	LastDelay	0.950319	950319	1	6
3.32248	0	1	191	FullDelay	0.950319	950319	1	6
3.34163	0	1	193	LastDelay	0.95582	955820	1	6
3.34163	0	1	193	FullDelay	0.95582	955820	1	6
3.35516	0	1	194	LastDelay	0.962523	962523	1	6
3.35516	0	1	194	FullDelay	0.962523	962523	1	6
3.36478	0	1	195	LastDelay	0.965315	965315	1	6
3.36478	0	1	195	FullDelay	0.965315	965315	1	6
3.37647	0	1	196	LastDelay	0.970181	970181	1	6
3.37647	0	1	196	FullDelay	0.970181	970181	1	6
3.38559	0	1	197	LastDelay	0.972472	972472	1	6
3.38559	0	1	197	FullDelay	0.972472	972472	1	6
3.40042	0	1	198	LastDelay	0.980475	980475	1	6
3.40042	0	1	198	FullDelay	0.980475	980475	1	6
3.40954	0	1	199	LastDelay	0.982766	982766	1	6
3.40954	0	1	199	FullDelay	0.982766	982766	1	6
3.41976	0	1	200	LastDelay	0.986156	986156	1	6
3.41976	0	1	200	FullDelay	0.986156	986156	1	6
3.43038	0	1	201	LastDelay	0.989955	989955	1	6
3.43038	0	1	201	FullDelay	0.989955	989955	1	6
3.44338	0	1	202	LastDelay	0.996128	996128	1	6
3.44338	0	1	202	FullDelay	0.996128	996128	1	6
3.4545	0	1	203	LastDelay	1.00042	1.00042e+06	1	6
3.4545	0	1	203	FullDelay	1.00042	1.00042e+06	1	6
3.46563	0	1	204	LastDelay	1.00472	1.00472e+06	1	6
3.46563	0	1	204	FullDelay	1.00472	1.00472e+06	1	6
3.47966	0	1	205	LastDelay	1.01193	1.01193e+06	1	6
3.47966	0	1	205	FullDelay	1.01193	1.01193e+06	1	6
3.49053	0	1	206	LastDelay	1.01598	1.01598e+06	1	6
3.49053	0	1	206	FullDelay	1.01598	1.01598e+06	1	6
3.50528	0	1	104	LastDelay	1.00342	1.00342e+06	1	2
3.50528	0	1	104	FullDelay	1.78848	1.78848e+06	2	2
3.51578	0	1	105	LastDelay	1.00709	1.00709e+06	1	2
3.51578	0	1	105	FullDelay	1.79215	1.79215e+06	2	2
3.52872	0	1	207	LastDelay	1.04733	1.04733e+06	1	6
3.52872	0	1	207	FullDelay	1.04733	1.04733e+06	1	6
3.54154	0	1	208	LastDelay	1.05332	1.05332e+06	1	6
3.54154	0	1	208	FullDelay	1.05332	1.05332e+06	1	6
3.55069	0	1	209	LastDelay	1.05565	1.05565e+06	1	6
3.55069	0	1	209	FullDelay	1.05565	1.05565e+06	1	6
3.571	0	1	211	LastDelay	1.04866	1.04866e+06	1	6
3.571	0	1	211	FullDelay	1.04866	1.04866e+06	1	6
3.5833	0	1	212	LastDelay	1.05413	1.05413e+06	1	6
3.5833	0	1	212	FullDelay	1.05413	1.05413e+06	1	6
3.59351	0	1	213	LastDelay	1.05751	1.05751e+06	1	6
3.59351	0	1	213	FullDelay	1.05751	1.05751e+06	1	6
3.60581	0	1	214	LastDelay	1.06298	1.06298e+06	1	6
3.60581	0	1	214	FullDelay	1.06298	1.06298e+06	1	6
3.62257	0	1	215	LastDelay	1.07291	1.07291e+06	1	6
3.62257	0	1	215	FullDelay	1.07291	1.07291e+06	1	6
3.6365	0	1	216	LastDelay	1.08002	1.08002e+06	1	6
3.6365	0	1	216	FullDelay	1.08002	1.08002e+06	1	6
3.65751	0	1	218	LastDelay	1.08738	1.08738e+06	1	6
3.65751	0	1	218	FullDelay	1.08738	1.08738e+06	1	6
3.66681	0	1	219	LastDelay	1.08985	1.08985e+06	1	6
3.66681	0	1	219	FullDelay	1.08985	1.08985e+06	1	6
3.67624	0	1	220	LastDelay	1.09245	1.09245e+06	1	6
3.67624	0	1	220	FullDelay	1.09245	1.09245e+06	1	6
3.68925	0	1	221	LastDelay	1.09864	1.09864e+06	1	6
3.68925	0	1	221	FullDelay	1.09864	1.09864e+06	1	6
3.70795	0	1	223	LastDelay	1.10368	1.10368e+06	1	6
3.70795	0	1	223	FullDelay	1.10368	1.10368e+06	1	6
3.71787	0	1	224	LastDelay	1.10678	1.10678e+06	1	6
3.71787	0	1	224	FullDelay	1.10678	1.10678e+06	1	6
3.7306	0	1	225	LastDelay	1.11268	1.11268e+06	1	6
3.7306	0	1	225	FullDelay	1.11268	1.11268e+06	1	6
3.7397	0	1	226	LastDelay	1.11496	1.11496e+06	1	6
3.7397	0	1	226	FullDelay	1.11496	1.11496e+06	1	6
3.75334	0	1	115	LastDelay	1.10128	1.10128e+06	1	2
3.75334	0	1	115	FullDelay	1.96144	1.96144e+06	2	2
3.76842	0	1	227	LastDelay	1.13685	1.13685e+06	1	6
3.76842	0	1	227	FullDelay	1.13685	1.13685e+06	1	6
3.77861	0	1	228	LastDelay	1.14021	1.14021e+06	1	6
3.77861	0	1	228	FullDelay	1.14021	1.14021e+06	1	6
3.78845	0	1	229	LastDelay	1.14322	1.14322e+06	1	6
3.78845	0	1	229	FullDelay	1.14322	1.14322e+06	1	6
3.79753	0	1	230	LastDelay	1.13865	1.13865e+06	1	6
3.79753	0	1	230	FullDelay	1.13865	1.13865e+06	1	6
3.80776	0	1	231	LastDelay	1.14206	1.14206e+06	1	6
3.80776	0	1	231	FullDelay	1.14206	1.14206e+06	1	6
3.83076	0	1	233	LastDelay	1.1514	1.1514e+06	1	6
3.83076	0	1	233	FullDelay	1.1514	1.1514e+06	1	6
3.84481	0	1	234	LastDelay	1.15863	1.15863e+06	1	6
3.84481	0	1	234	FullDelay	1.15863	1.15863e+06	1	6
3.85593	0	1	235	LastDelay	1.16292	1.16292e+06	1	6
3.85593	0	1	235	FullDelay	1.16292	1.16292e+06	1	6
3.87013	0	1	48	LastDelay	1.16347	1.16347e+06	1	2
3.87013	0	1	48	FullDelay	2.54245	2.54245e+06	3	2
3.88278	0	1	236	LastDelay	1.18294	1.18294e+06	1	6
3.88278	0	1	236	FullDelay	1.18294	1.18294e+06	1	6
3.90286	0	1	238	LastDelay	1.18254	1.18254e+06	1	6
3.90286	0	1	238	FullDelay	1.18254	1.18254e+06	1	6
3.91678	0	1	239	LastDelay	1.18964	1.18964e+06	1	6
3.91678	0	1	239	FullDelay	1.18964	1.18964e+06	1	6
3.92804	0	1	240	LastDelay	1.19406	1.19406e+06	1	6
3.92804	0	1	240	FullDelay	1.19406	1.19406e+06	1	6
3.9471	0	1	241	LastDelay	1.2063	1.2063e+06	1	6
